SED_CODE_2021,SED_NAME_2021,SED_CODE_2022,SED_NAME_2022,RATIO_FROM_2021_TO_2022
25704,Murray Plains (Northern Victoria),25604,Murray Plains (Northern Victoria),1.0
25905,Narre Warren North (South-Eastern Metropolitan),25805,Narre Warren North (South-Eastern Metropolitan),1.0
26207,Niddrie (Western Metropolitan),26107,Niddrie (Western Metropolitan),1.0
26303,Northcote (Northern Metropolitan),26203,Northcote (Northern Metropolitan),1.0
26504,Ovens Valley (Northern Victoria),26404,Ovens Valley (Northern Victoria),1.0
26903,Preston (Northern Metropolitan),27003,Preston (Northern Metropolitan),1.0
27504,Shepparton (Northern Victoria),27604,Shepparton (Northern Victoria),1.0
29494,No usual address (Vic.),29494,No usual address (Vic.),1.0
29797,Migratory - Offshore - Shipping (Vic.),29797,Migratory - Offshore - Shipping (Vic.),1.0
30001,Algester,30001,Algester,1.0
30002,Aspley,30002,Aspley,1.0
30003,Bancroft,30003,Bancroft,1.0
30004,Barron River,30004,Barron River,1.0
30005,Bonney,30005,Bonney,1.0
30006,Broadwater,30006,Broadwater,1.0
30007,Buderim,30007,Buderim,1.0
30008,Bulimba,30008,Bulimba,1.0
30009,Bundaberg,30009,Bundaberg,1.0
30010,Bundamba,30010,Bundamba,1.0
30011,Burdekin,30011,Burdekin,1.0
30012,Burleigh,30012,Burleigh,1.0
30013,Burnett,30013,Burnett,1.0
30014,Cairns,30014,Cairns,1.0
30015,Callide,30015,Callide,1.0
30016,Caloundra,30016,Caloundra,1.0
30017,Capalaba,30017,Capalaba,1.0
30018,Chatsworth,30018,Chatsworth,1.0
30019,Clayfield,30019,Clayfield,1.0
30020,Condamine,30020,Condamine,1.0
30021,Cook,30021,Cook,1.0
30022,Coomera,30022,Coomera,1.0
30023,Cooper,30023,Cooper,1.0
30024,Currumbin,30024,Currumbin,1.0
30025,Everton,30025,Everton,1.0
30026,Ferny Grove,30026,Ferny Grove,1.0
30027,Gaven,30027,Gaven,1.0
30028,Gladstone,30028,Gladstone,1.0
30029,Glass House,30029,Glass House,1.0
30030,Greenslopes,30030,Greenslopes,1.0
30031,Gregory,30031,Gregory,1.0
30032,Gympie,30032,Gympie,1.0
30033,Hervey Bay,30033,Hervey Bay,1.0
30034,Hill,30034,Hill,1.0
30035,Hinchinbrook,30035,Hinchinbrook,1.0
30036,Inala,30036,Inala,1.0
30037,Ipswich,30037,Ipswich,1.0
30038,Ipswich West,30038,Ipswich West,1.0
30039,Jordan,30039,Jordan,1.0
30040,Kawana,30040,Kawana,1.0
30041,Keppel,30041,Keppel,1.0
30042,Kurwongbah,30042,Kurwongbah,1.0
30043,Lockyer,30043,Lockyer,1.0
30044,Logan,30044,Logan,1.0
30045,Lytton,30045,Lytton,1.0
30046,Macalister,30046,Macalister,1.0
30047,Mackay,30047,Mackay,1.0
30048,Maiwar,30048,Maiwar,1.0
30049,Mansfield,30049,Mansfield,1.0
30050,Maroochydore,30050,Maroochydore,1.0
30051,Maryborough,30051,Maryborough,1.0
30052,McConnel,30052,McConnel,1.0
30053,Mermaid Beach,30053,Mermaid Beach,1.0
30054,Miller,30054,Miller,1.0
30055,Mirani,30055,Mirani,1.0
30056,Moggill,30056,Moggill,1.0
30057,Morayfield,30057,Morayfield,1.0
30058,Mount Ommaney,30058,Mount Ommaney,1.0
30059,Mudgeeraba,30059,Mudgeeraba,1.0
30060,Mulgrave,30060,Mulgrave,1.0
30061,Mundingburra,30061,Mundingburra,1.0
30062,Murrumba,30062,Murrumba,1.0
30063,Nanango,30063,Nanango,1.0
30064,Nicklin,30064,Nicklin,1.0
30065,Ninderry,30065,Ninderry,1.0
30066,Noosa,30066,Noosa,1.0
30067,Nudgee,30067,Nudgee,1.0
30068,Oodgeroo,30068,Oodgeroo,1.0
30069,Pine Rivers,30069,Pine Rivers,1.0
30070,Pumicestone,30070,Pumicestone,1.0
30071,Redcliffe,30071,Redcliffe,1.0
30072,Redlands,30072,Redlands,1.0
30073,Rockhampton,30073,Rockhampton,1.0
30074,Sandgate,30074,Sandgate,1.0
30075,Scenic Rim,30075,Scenic Rim,1.0
30076,South Brisbane,30076,South Brisbane,1.0
30077,Southern Downs,30077,Southern Downs,1.0
30078,Southport,30078,Southport,1.0
30079,Springwood,30079,Springwood,1.0
30080,Stafford,30080,Stafford,1.0
30081,Stretton,30081,Stretton,1.0
30082,Surfers Paradise,30082,Surfers Paradise,1.0
30083,Theodore,30083,Theodore,1.0
30084,Thuringowa,30084,Thuringowa,1.0
30085,Toohey,30085,Toohey,1.0
30086,Toowoomba North,30086,Toowoomba North,1.0
30087,Toowoomba South,30087,Toowoomba South,1.0
30088,Townsville,30088,Townsville,1.0
30089,Traeger,30089,Traeger,1.0
30090,Warrego,30090,Warrego,1.0
30091,Waterford,30091,Waterford,1.0
30092,Whitsunday,30092,Whitsunday,1.0
30093,Woodridge,30093,Woodridge,1.0
39494,No usual address (Qld),39494,No usual address (Qld),1.0
39797,Migratory - Offshore - Shipping (Qld),39797,Migratory - Offshore - Shipping (Qld),1.0
40001,Adelaide,40001,Adelaide,1.0
40002,Badcoe,40002,Badcoe,1.0
40003,Black,40003,Black,1.0
40004,Bragg,40004,Bragg,1.0
40005,Chaffey,40005,Chaffey,1.0
40006,Cheltenham,40006,Cheltenham,1.0
40007,Colton,40007,Colton,1.0
40008,Croydon,40008,Croydon,1.0
40009,Davenport,40009,Davenport,1.0
40010,Dunstan,40010,Dunstan,1.0
40011,Elder,40011,Elder,1.0
40012,Elizabeth,40012,Elizabeth,1.0
40013,Enfield,40013,Enfield,1.0
40014,Finniss,40014,Finniss,1.0
40015,Flinders,40015,Flinders,1.0
40016,Florey,40016,Florey,1.0
40017,Frome,40017,Frome,1.0
40018,Gibson,40018,Gibson,1.0
40019,Giles,40019,Giles,1.0
40020,Hammond,40020,Hammond,1.0
40021,Hartley,40021,Hartley,1.0
40022,Heysen,40022,Heysen,1.0
40023,Hurtle Vale,40023,Hurtle Vale,1.0
40024,Kaurna,40024,Kaurna,1.0
40025,Kavel,40025,Kavel,1.0
40026,King,40026,King,1.0
40027,Lee,40027,Lee,1.0
40028,Light,40028,Light,1.0
40029,Mackillop,40029,Mackillop,1.0
40030,Mawson,40030,Mawson,1.0
40031,Morialta,40031,Morialta,1.0
40032,Morphett,40032,Morphett,1.0
40033,Mount Gambier,40033,Mount Gambier,1.0
40034,Narungga,40034,Narungga,1.0
40035,Newland,40035,Newland,1.0
40036,Playford,40036,Playford,1.0
40037,Port Adelaide,40037,Port Adelaide,1.0
40038,Ramsay,40038,Ramsay,1.0
40039,Reynell,40039,Reynell,1.0
40040,Schubert,40040,Schubert,1.0
40041,Stuart,40041,Stuart,1.0
40042,Taylor,40042,Taylor,1.0
40043,Torrens,40043,Torrens,1.0
40044,Unley,40044,Unley,1.0
40045,Waite,40045,Waite,1.0
40046,West Torrens,40046,West Torrens,1.0
40047,Wright,40047,Wright,1.0
49494,No usual address (SA),49494,No usual address (SA),1.0
49797,Migratory - Offshore - Shipping (SA),49797,Migratory - Offshore - Shipping (SA),1.0
50106,Albany (South West),50106,Albany (South West),1.0
50202,Armadale (East Metropolitan),50202,Armadale (East Metropolitan),1.0
50304,Balcatta (North Metropolitan),50304,Balcatta (North Metropolitan),1.0
50405,Baldivis (South Metropolitan),50405,Baldivis (South Metropolitan),1.0
50502,Bassendean (East Metropolitan),50502,Bassendean (East Metropolitan),1.0
50605,Bateman (South Metropolitan),50605,Bateman (South Metropolitan),1.0
50702,Belmont (East Metropolitan),50702,Belmont (East Metropolitan),1.0
50805,Bicton (South Metropolitan),50805,Bicton (South Metropolitan),1.0
50906,Bunbury (South West),50906,Bunbury (South West),1.0
51004,Burns Beach (North Metropolitan),51004,Burns Beach (North Metropolitan),1.0
51104,Butler (North Metropolitan),51104,Butler (North Metropolitan),1.0
51205,Cannington (South Metropolitan),51205,Cannington (South Metropolitan),1.0
51304,Carine (North Metropolitan),51304,Carine (North Metropolitan),1.0
51401,Central Wheatbelt (Agricultural),51401,Central Wheatbelt (Agricultural),1.0
51504,Churchlands (North Metropolitan),51504,Churchlands (North Metropolitan),1.0
51605,Cockburn (South Metropolitan),51605,Cockburn (South Metropolitan),1.0
51706,Collie-Preston (South West),51706,Collie-Preston (South West),1.0
51804,Cottesloe (North Metropolitan),51804,Cottesloe (North Metropolitan),1.0
51902,Darling Range (East Metropolitan),51902,Darling Range (East Metropolitan),1.0
52006,Dawesville (South West),52006,Dawesville (South West),1.0
52102,Forrestfield (East Metropolitan),52102,Forrestfield (East Metropolitan),1.0
52205,Fremantle (South Metropolitan),52205,Fremantle (South Metropolitan),1.0
52301,Geraldton (Agricultural),52301,Geraldton (Agricultural),1.0
52404,Hillarys (North Metropolitan),52404,Hillarys (North Metropolitan),1.0
52505,Jandakot (South Metropolitan),52505,Jandakot (South Metropolitan),1.0
52604,Joondalup (North Metropolitan),52604,Joondalup (North Metropolitan),1.0
52702,Kalamunda (East Metropolitan),52702,Kalamunda (East Metropolitan),1.0
52803,Kalgoorlie (Mining and Pastoral),52803,Kalgoorlie (Mining and Pastoral),1.0
52903,Kimberley (Mining and Pastoral),52903,Kimberley (Mining and Pastoral),1.0
53004,Kingsley (North Metropolitan),53004,Kingsley (North Metropolitan),1.0
53105,Kwinana (South Metropolitan),53105,Kwinana (South Metropolitan),1.0
53204,Landsdale (North Metropolitan),53204,Landsdale (North Metropolitan),1.0
53306,Mandurah (South West),53306,Mandurah (South West),1.0
53402,Maylands (East Metropolitan),53402,Maylands (East Metropolitan),1.0
53502,Midland (East Metropolitan),53502,Midland (East Metropolitan),1.0
53602,Mirrabooka (East Metropolitan),53602,Mirrabooka (East Metropolitan),1.0
53701,Moore (Agricultural),53701,Moore (Agricultural),1.0
53802,Morley (East Metropolitan),53802,Morley (East Metropolitan),1.0
53902,Mount Lawley (East Metropolitan),53902,Mount Lawley (East Metropolitan),1.0
54006,Murray-Wellington (South West),54006,Murray-Wellington (South West),1.0
54104,Nedlands (North Metropolitan),54104,Nedlands (North Metropolitan),1.0
54203,North West Central (Mining and Pastoral),54203,North West Central (Mining and Pastoral),1.0
54304,Perth (North Metropolitan),54304,Perth (North Metropolitan),1.0
54403,Pilbara (Mining and Pastoral),54403,Pilbara (Mining and Pastoral),1.0
54505,Riverton (South Metropolitan),54505,Riverton (South Metropolitan),1.0
54605,Rockingham (South Metropolitan),54605,Rockingham (South Metropolitan),1.0
54701,Roe (Agricultural),54701,Roe (Agricultural),1.0
54804,Scarborough (North Metropolitan),54804,Scarborough (North Metropolitan),1.0
54905,South Perth (South Metropolitan),54905,South Perth (South Metropolitan),1.0
55005,Southern River (South Metropolitan),55005,Southern River (South Metropolitan),1.0
55102,Swan Hills (East Metropolitan),55102,Swan Hills (East Metropolitan),1.0
55202,Thornlie (East Metropolitan),55202,Thornlie (East Metropolitan),1.0
55306,Vasse (South West),55306,Vasse (South West),1.0
55405,Victoria Park (South Metropolitan),55405,Victoria Park (South Metropolitan),1.0
55504,Wanneroo (North Metropolitan),55504,Wanneroo (North Metropolitan),1.0
55605,Warnbro (South Metropolitan),55605,Warnbro (South Metropolitan),1.0
55706,Warren-Blackwood (South West),55706,Warren-Blackwood (South West),1.0
55802,West Swan (East Metropolitan),55802,West Swan (East Metropolitan),1.0
55905,Willagee (South Metropolitan),55905,Willagee (South Metropolitan),1.0
59494,No usual address (WA),59494,No usual address (WA),1.0
59797,Migratory - Offshore - Shipping (WA),59797,Migratory - Offshore - Shipping (WA),1.0
60105,Bass (Launceston),60105,Bass (Launceston),1.0
60106,Bass (McIntyre),60106,Bass (McIntyre),1.0
60113,Bass (Rosevears),60113,Bass (Rosevears),1.0
60115,Bass (Windermere),60115,Bass (Windermere),1.0
60207,Braddon (Mersey),60207,Braddon (Mersey),1.0
60208,Braddon (Montgomery),60208,Braddon (Montgomery),1.0
60209,Braddon (Murchison),60209,Braddon (Murchison),1.0
60301,Clark (Derwent),60301,Clark (Derwent),1.0
60302,Clark (Elwick),60302,Clark (Elwick),1.0
60303,Clark (Hobart),60303,Clark (Hobart),1.0
60304,Clark (Huon),60304,Clark (Huon),1.0
60310,Clark (Nelson),60310,Clark (Nelson),1.0
60404,Franklin (Huon),60404,Franklin (Huon),1.0
60410,Franklin (Nelson),60410,Franklin (Nelson),1.0
60411,Franklin (Pembroke),60411,Franklin (Pembroke),1.0
60414,Franklin (Rumney),60414,Franklin (Rumney),1.0
60501,Lyons (Derwent),60501,Lyons (Derwent),1.0
60505,Lyons (Launceston),60505,Lyons (Launceston),1.0
60506,Lyons (McIntyre),60506,Lyons (McIntyre),1.0
60508,Lyons (Montgomery),60508,Lyons (Montgomery),1.0
60512,Lyons (Prosser),60512,Lyons (Prosser),1.0
60514,Lyons (Rumney),60514,Lyons (Rumney),1.0
69494,No usual address (Tas.),69494,No usual address (Tas.),1.0
69797,Migratory - Offshore - Shipping (Tas.),69797,Migratory - Offshore - Shipping (Tas.),1.0
70001,Arafura,70001,Arafura,1.0
70002,Araluen,70002,Araluen,1.0
70003,Arnhem,70003,Arnhem,1.0
70004,Barkly,70004,Barkly,1.0
70005,Blain,70005,Blain,1.0
70006,Braitling,70006,Braitling,1.0
70007,Brennan,70007,Brennan,1.0
70008,Casuarina,70008,Casuarina,1.0
70009,Daly,70009,Daly,1.0
70010,Drysdale,70010,Drysdale,1.0
70011,Fannie Bay,70011,Fannie Bay,1.0
70012,Fong Lim,70012,Fong Lim,1.0
70013,Goyder,70013,Goyder,1.0
70014,Gwoja,70014,Gwoja,1.0
70015,Johnston,70015,Johnston,1.0
70016,Karama,70016,Karama,1.0
70017,Katherine,70017,Katherine,1.0
70018,Mulka,70018,Mulka,1.0
70019,Namatjira,70019,Namatjira,1.0
70020,Nelson,70020,Nelson,1.0
70021,Nightcliff,70021,Nightcliff,1.0
70022,Port Darwin,70022,Port Darwin,1.0
70023,Sanderson,70023,Sanderson,1.0
70024,Spillett,70024,Spillett,1.0
70025,Wanguri,70025,Wanguri,1.0
79494,No usual address (NT),79494,No usual address (NT),1.0
79797,Migratory - Offshore - Shipping (NT),79797,Migratory - Offshore - Shipping (NT),1.0
80001,Brindabella,80001,Brindabella,1.0
80002,Ginninderra,80002,Ginninderra,1.0
80003,Kurrajong,80003,Kurrajong,1.0
80004,Murrumbidgee,80004,Murrumbidgee,1.0
80005,Yerrabi,80005,Yerrabi,1.0
89494,No usual address (ACT),89494,No usual address (ACT),1.0
89797,Migratory - Offshore - Shipping (ACT),89797,Migratory - Offshore - Shipping (ACT),1.0
99191,Unclassified (OT),99191,Unclassified (OT),1.0
99494,No usual address (OT),99494,No usual address (OT),1.0
99797,Migratory - Offshore - Shipping (OT),99797,Migratory - Offshore - Shipping (OT),1.0
ZZZZZ,Outside Australia,ZZZZZ,Outside Australia,1.0
10060,North Shore,10059,North Shore,0.9998152
24408,Lowan (Western Victoria),24408,Lowan (Western Victoria),0.9995873
10045,Lismore,10045,Lismore,0.9985724
27708,South-West Coast (Western Victoria),27808,South-West Coast (Western Victoria),0.9967339
10021,Coogee,10021,Coogee,0.987524
24504,Macedon (Northern Victoria),24504,Macedon (Northern Victoria),0.9857843
26406,Oakleigh (Southern Metropolitan),26306,Oakleigh (Southern Metropolitan),0.9835264
21906,Caulfield (Southern Metropolitan),21806,Caulfield (Southern Metropolitan),0.9808268
10072,Rockdale,10071,Rockdale,0.978335
10001,Albury,10001,Albury,0.9778823
23901,Ivanhoe (Eastern Metropolitan),23802,Ivanhoe (North-Eastern Metropolitan),0.9777529
20508,Bellarine (Western Victoria),20508,Bellarine (Western Victoria),0.9764984
10073,Ryde,10072,Ryde,0.9743557
22704,Euroa (Northern Victoria),22704,Euroa (Northern Victoria),0.9701097
10003,Ballina,10004,Ballina,0.9678382
10091,Wollondilly,10091,Wollondilly,0.9656334
25003,Mill Park (Northern Metropolitan),25002,Mill Park (North-Eastern Metropolitan),0.963033
10080,Sydney,10078,Sydney,0.961476
27907,Sunbury (Western Metropolitan),28007,Sunbury (Western Metropolitan),0.9597194
10058,Newcastle,10057,Newcastle,0.9574652
10031,Goulburn,10031,Goulburn,0.9571042
10093,Wyong,10093,Wyong,0.9552937
10068,Port Macquarie,10067,Port Macquarie,0.9516979
10089,Wallsend,10088,Wallsend,0.9512762
10081,Tamworth,10079,Tamworth,0.9506911
10042,Lake Macquarie,10042,Lake Macquarie,0.9494901
27406,Sandringham (Southern Metropolitan),27506,Sandringham (Southern Metropolitan),0.9488364
24703,Melbourne (Northern Metropolitan),24703,Melbourne (Northern Metropolitan),0.9481935
10017,Cessnock,10017,Cessnock,0.9478637
28007,Sydenham (Western Metropolitan),28107,Sydenham (Western Metropolitan),0.9466071
10052,Miranda,10052,Miranda,0.9451026
10077,Strathfield,10075,Strathfield,0.9447894
26102,Nepean (Eastern Victoria),26001,Nepean (Eastern Victoria),0.9443507
28203,Thomastown (Northern Metropolitan),28303,Thomastown (Northern Metropolitan),0.9429702
10044,Lane Cove,10043,Lane Cove,0.9403799
10014,Campbelltown,10014,Campbelltown,0.9361413
20604,Benambra (Northern Victoria),20604,Benambra (Northern Victoria),0.9342676
10062,Oatley,10061,Oatley,0.9331825
10033,Hawkesbury,10033,Hawkesbury,0.9327769
10018,Charlestown,10018,Charlestown,0.9318664
23308,Geelong (Western Victoria),23108,Geelong (Western Victoria),0.9294822
10078,Summer Hill,10076,Summer Hill,0.9271071
28507,Werribee (Western Metropolitan),28607,Werribee (Western Metropolitan),0.9206891
10088,Wakehurst,10087,Wakehurst,0.9190282
25402,Morwell (Eastern Victoria),25401,Morwell (Eastern Victoria),0.9173872
22201,Croydon (Eastern Metropolitan),22102,Croydon (North-Eastern Metropolitan),0.9141829
20106,Albert Park (Southern Metropolitan),20106,Albert Park (Southern Metropolitan),0.9121144
21805,Carrum (South-Eastern Metropolitan),21705,Carrum (South-Eastern Metropolitan),0.9108312
22802,Evelyn (Eastern Victoria),22801,Evelyn (Eastern Victoria),0.9102696
28408,Wendouree (Western Victoria),28508,Wendouree (Western Victoria),0.9094987
10075,Shellharbour,10073,Shellharbour,0.9093254
20906,Bentleigh (Southern Metropolitan),20906,Bentleigh (Southern Metropolitan),0.9069416
10066,Penrith,10065,Penrith,0.9063668
23806,Hawthorn (Southern Metropolitan),23706,Hawthorn (Southern Metropolitan),0.9053313
10049,Maitland,10049,Maitland,0.9011249
27305,Rowville (South-Eastern Metropolitan),27405,Rowville (South-Eastern Metropolitan),0.8944837
27003,Richmond (Northern Metropolitan),27103,Richmond (Northern Metropolitan),0.8921185
26806,Prahran (Southern Metropolitan),26906,Prahran (Southern Metropolitan),0.8868939
27101,Ringwood (Eastern Metropolitan),27202,Ringwood (North-Eastern Metropolitan),0.8851145
28301,Warrandyte (Eastern Metropolitan),28402,Warrandyte (North-Eastern Metropolitan),0.884046
10085,Upper Hunter,10083,Upper Hunter,0.8840228
22501,Eltham (Eastern Metropolitan),22402,Eltham (North-Eastern Metropolitan),0.8790132
25605,Mulgrave (South-Eastern Metropolitan),25505,Mulgrave (South-Eastern Metropolitan),0.878004
25802,Narracan (Eastern Victoria),25701,Narracan (Eastern Victoria),0.8706478
10059,Newtown,10058,Newtown,0.8703797
10024,Davidson,10024,Davidson,0.864155
10071,Riverstone,10070,Riverstone,0.8616942
10054,Mount Druitt,10054,Mount Druitt,0.8585835
10029,Fairfield,10029,Fairfield,0.8560869
24207,Kororoit (Western Metropolitan),24107,Kororoit (Western Metropolitan),0.8528499
27208,Ripon (Western Victoria),27308,Ripon (Western Victoria),0.8488454
22305,Dandenong (South-Eastern Metropolitan),22205,Dandenong (South-Eastern Metropolitan),0.8409797
25205,Mordialloc (South-Eastern Metropolitan),25205,Mordialloc (South-Eastern Metropolitan),0.8362763
10035,Heffron,10035,Heffron,0.8350745
10092,Wollongong,10092,Wollongong,0.8341269
10032,Granville,10032,Granville,0.8337314
27807,St Albans (Western Metropolitan),27907,St Albans (Western Metropolitan),0.8326124
10012,Cabramatta,10012,Cabramatta,0.8311384
10015,Canterbury,10015,Canterbury,0.8294095
10010,Blacktown,10010,Blacktown,0.8208731
10036,Holsworthy,10036,Holsworthy,0.8080448
20207,Altona (Western Metropolitan),26707,Point Cook (Western Metropolitan),0.8079061
23702,Hastings (Eastern Victoria),23601,Hastings (Eastern Victoria),0.8045023
10034,Heathcote,10034,Heathcote,0.7990661
24808,Melton (Western Victoria),24808,Melton (Western Victoria),0.7875352
10041,Ku-ring-gai,10086,Wahroonga,0.7736628
10070,Prospect,10069,Prospect,0.7733736
27608,South Barwon (Western Victoria),27708,South Barwon (Western Victoria),0.7723948
10048,Macquarie Fields,10048,Macquarie Fields,0.7674007
10038,Keira,10038,Keira,0.7570834
10074,Seven Hills,10090,Winston Hills,0.7346761
26708,Polwarth (Western Victoria),26808,Polwarth (Western Victoria),0.7345544
10037,Hornsby,10037,Hornsby,0.7340345
10047,Londonderry,10047,Londonderry,0.7321786
10046,Liverpool,10046,Liverpool,0.7252223
21001,Box Hill (Eastern Metropolitan),21102,Box Hill (North-Eastern Metropolitan),0.7136026
10055,Mulgoa,10003,Badgerys Creek,0.7135686
21608,Buninyong (Western Victoria),22608,Eureka (Western Victoria),0.7073864
22105,Cranbourne (South-Eastern Metropolitan),22005,Cranbourne (South-Eastern Metropolitan),0.697653
28607,Williamstown (Western Metropolitan),28707,Williamstown (Western Metropolitan),0.6946682
21303,Brunswick (Northern Metropolitan),21403,Brunswick (Northern Metropolitan),0.6917805
21203,Broadmeadows (Northern Metropolitan),21303,Broadmeadows (Northern Metropolitan),0.6912742
10065,Parramatta,10064,Parramatta,0.6911459
26005,Narre Warren South (South-Eastern Metropolitan),25905,Narre Warren South (South-Eastern Metropolitan),0.6894144
25102,Monbulk (Eastern Victoria),25101,Monbulk (Eastern Victoria),0.6845179
28107,Tarneit (Western Metropolitan),28207,Tarneit (Western Metropolitan),0.6779372
10013,Camden,10013,Camden,0.6769127
23101,Forest Hill (Eastern Metropolitan),23402,Glen Waverley (North-Eastern Metropolitan),0.6742398
28704,Yan Yean (Northern Victoria),28804,Yan Yean (Northern Victoria),0.6663559
10043,Lakemba,10006,Bankstown,0.6565103
20401,Bayswater (Eastern Metropolitan),20402,Bayswater (North-Eastern Metropolitan),0.634791
26603,Pascoe Vale (Northern Metropolitan),26603,Pascoe Vale (Northern Metropolitan),0.6215448
23007,Footscray (Western Metropolitan),22907,Footscray (Western Metropolitan),0.6089772
28803,Yuroke (Northern Metropolitan),23903,Kalkallo (Northern Metropolitan),0.598445
10002,Auburn,10002,Auburn,0.5891272
21706,Burwood (Southern Metropolitan),20206,Ashwood (Southern Metropolitan),0.5625686
10028,Epping,10028,Epping,0.5509467
10016,Castle Hill,10039,Kellyville,0.535029
22901,Ferntree Gully (Eastern Metropolitan),20402,Bayswater (North-Eastern Metropolitan),0.5256555
25501,Mount Waverley (Eastern Metropolitan),23402,Glen Waverley (North-Eastern Metropolitan),0.5241564
20302,Bass (Eastern Victoria),20301,Bass (Eastern Victoria),0.50717
10008,Baulkham Hills,10016,Castle Hill,0.5050006
23402,Gembrook (Eastern Victoria),26501,Pakenham (Eastern Victoria),0.4685585
22005,Clarinda (South-Eastern Metropolitan),21905,Clarinda (South-Eastern Metropolitan),0.4518258
24105,Keysborough (South-Eastern Metropolitan),21905,Clarinda (South-Eastern Metropolitan),0.3882428
10005,Bankstown,10002,Auburn,0.3820675
