Row Number,Suburb Code 2021,Suburb,State,Postcode,Postcode Area (sq km),Suburb Area (sq km)
"6,802",12711,Moonbria,New South Wales,2710,10466.1631,265.3284
"6,803",12711,Moonbria,New South Wales,2716,2861.8271,265.3284
"6,804",12712,Mooneba,New South Wales,2440,3604.2396,9.2727
"6,805",12713,Moonee,New South Wales,2259,524.7348,2.9853
"6,806",12713,Moonee,New South Wales,2281,30.9078,2.9853
"6,807",12714,Moonee Beach,New South Wales,2450,1019.718,18.2177
"6,808",12714,Moonee Beach,New South Wales,2456,205.4443,18.2177
"6,809",12715,Mooney Mooney,New South Wales,2083,45.774,1.9001
"6,810",12715,Mooney Mooney,New South Wales,2250,691.6342,1.9001
"6,811",12715,Mooney Mooney,New South Wales,2256,72.7648,1.9001
"6,812",12716,Mooney Mooney Creek,New South Wales,2083,45.774,18.9679
"6,813",12716,Mooney Mooney Creek,New South Wales,2250,691.6342,18.9679
"6,814",12716,Mooney Mooney Creek,New South Wales,2256,72.7648,18.9679
"6,815",12717,Moonpar,New South Wales,2453,2157.9951,62.0134
"6,816",12718,Mooral Creek,New South Wales,2429,1799.9008,45.648
"6,817",12719,Moorara,New South Wales,2648,23909.7281,1534.3148
"6,818",12719,Moorara,New South Wales,2879,13320.0094,1534.3148
"6,819",12720,Moorbel,New South Wales,2804,878.0498,15.9055
"6,820",12721,Moore Creek,New South Wales,2340,3352.9983,108.7038
"6,821",12721,Moore Creek,New South Wales,2345,291.7831,108.7038
"6,822",12721,Moore Creek,New South Wales,2352,434.2708,108.7038
"6,823",12721,Moore Creek,New South Wales,2353,198.8995,108.7038
"6,824",12722,Moore Park,New South Wales,2010,2.1733,1.8625
"6,825",12722,Moore Park,New South Wales,2016,1.1717,1.8625
"6,826",12722,Moore Park,New South Wales,2017,1.9386,1.8625
"6,827",12722,Moore Park,New South Wales,2021,5.7186,1.8625
"6,828",12722,Moore Park,New South Wales,2033,2.6691,1.8625
"6,829",12723,Moorebank,New South Wales,2167,6.9946,12.5155
"6,830",12723,Moorebank,New South Wales,2170,54.319,12.5155
"6,831",12723,Moorebank,New South Wales,2173,192.8683,12.5155
"6,832",12723,Moorebank,New South Wales,2214,5.3711,12.5155
"6,833",12724,Moorilda,New South Wales,2795,5307.5248,28.4502
"6,834",12724,Moorilda,New South Wales,2799,630.7998,28.4502
"6,835",12725,Moorland (NSW),New South Wales,2426,71.3349,37.4858
"6,836",12725,Moorland (NSW),New South Wales,2427,39.8682,37.4858
"6,837",12725,Moorland (NSW),New South Wales,2430,843.4816,37.4858
"6,838",12725,Moorland (NSW),New South Wales,2443,312.5374,37.4858
"6,839",12726,Moorong,New South Wales,2650,4061.238,18.8082
"6,840",12726,Moorong,New South Wales,2661,14.7623,18.8082
"6,841",12727,Moorwatha,New South Wales,2640,1029.4042,88.5657
"6,842",12727,Moorwatha,New South Wales,2642,4076.8,88.5657
"6,843",12727,Moorwatha,New South Wales,2643,156.4024,88.5657
"6,844",12728,Moparrabah,New South Wales,2354,7142.1491,335.0301
"6,845",12728,Moparrabah,New South Wales,2440,3604.2396,335.0301
"6,846",12728,Moparrabah,New South Wales,2446,2233.1607,335.0301
"6,847",12729,Moppy,New South Wales,2422,3212.5916,85.0699
"6,848",12730,Morago,New South Wales,2710,10466.1631,195.3238
"6,849",12731,Morangarell,New South Wales,2594,2418.7155,192.349
"6,850",12731,Morangarell,New South Wales,2666,2462.5855,192.349
"6,851",12731,Morangarell,New South Wales,2668,708.1132,192.349
"6,852",12731,Morangarell,New South Wales,2721,539.5029,192.349
"6,853",12732,Morans Crossing,New South Wales,2550,3966.6591,31.9253
"6,854",12733,Moree,New South Wales,2398,953.5519,3870.5514
"6,855",12733,Moree,New South Wales,2399,806.3754,3870.5514
"6,856",12733,Moree,New South Wales,2400,7569.0088,3870.5514
"6,857",12733,Moree,New South Wales,2405,3418.239,3870.5514
"6,858",12733,Moree,New South Wales,2411,396.9284,3870.5514
"6,859",12734,Morisset,New South Wales,2259,524.7348,27.0609
"6,860",12734,Morisset,New South Wales,2264,115.1942,27.0609
"6,861",12734,Morisset,New South Wales,2265,136.0018,27.0609
"6,862",12735,Morisset Park,New South Wales,2264,115.1942,0.9498
"6,863",12736,Morning Bay,New South Wales,2084,107.3731,0.2156
"6,864",12736,Morning Bay,New South Wales,2105,2.1888,0.2156
"6,865",12737,Mororo,New South Wales,2463,549.2925,88.2535
"6,866",12737,Mororo,New South Wales,2469,3813.3747,88.2535
"6,867",12738,Morpeth,New South Wales,2321,361.6288,4.4419
"6,868",12738,Morpeth,New South Wales,2322,168.2091,4.4419
"6,869",12738,Morpeth,New South Wales,2323,207.9467,4.4419
"6,870",12739,Mortdale,New South Wales,2210,11.0963,2.9348
"6,871",12739,Mortdale,New South Wales,2222,2.5457,2.9348
"6,872",12739,Mortdale,New South Wales,2223,7.253,2.9348
"6,873",12740,Mortlake (NSW),New South Wales,2137,7.3557,0.2384
"6,874",12741,Morton,New South Wales,2538,390.494,81.6931
"6,875",12741,Morton,New South Wales,2539,686.0289,81.6931
"6,876",12742,Mortons Creek,New South Wales,2446,2233.1607,42.3003
"6,877",12743,Morts Estate,New South Wales,2790,2481.3231,0.8239
"6,878",12744,Morundah,New South Wales,2645,1181.6879,1190.9476
"6,879",12744,Morundah,New South Wales,2652,6116.1137,1190.9476
"6,880",12744,Morundah,New South Wales,2700,3016.2983,1190.9476
"6,881",12744,Morundah,New South Wales,2707,2112.3439,1190.9476
"6,882",12744,Morundah,New South Wales,2716,2861.8271,1190.9476
"6,883",12745,Moruya,New South Wales,2536,974.8377,77.8945
"6,884",12745,Moruya,New South Wales,2537,1167.0234,77.8945
"6,885",12746,Moruya Heads,New South Wales,2537,1167.0234,14.6324
"6,886",12747,Morven (Glen Innes Severn - NSW),New South Wales,2370,4769.4223,116.2044
"6,887",12747,Morven (Glen Innes Severn - NSW),New South Wales,2371,1900.6028,116.2044
"6,888",12747,Morven (Glen Innes Severn - NSW),New South Wales,2372,4894.7861,116.2044
"6,889",12748,Morven (Greater Hume Shire - NSW),New South Wales,2644,2157.7365,129.6493
"6,890",12748,Morven (Greater Hume Shire - NSW),New South Wales,2650,4061.238,129.6493
"6,891",12748,Morven (Greater Hume Shire - NSW),New South Wales,2658,748.0545,129.6493
"6,892",12748,Morven (Greater Hume Shire - NSW),New South Wales,2660,451.2793,129.6493
"6,893",12749,Mosman,New South Wales,2088,8.6503,8.6503
"6,894",12749,Mosman,New South Wales,2090,2.0654,8.6503
"6,895",12750,Moss Vale,New South Wales,2576,174.2442,78.2144
"6,896",12750,Moss Vale,New South Wales,2577,1312.519,78.2144
"6,897",12750,Moss Vale,New South Wales,2579,860.117,78.2144
"6,898",12751,Mossgiel,New South Wales,2675,8518.5583,2471.234
"6,899",12751,Mossgiel,New South Wales,2711,24180.255,2471.234
"6,900",12751,Mossgiel,New South Wales,2878,18261.1234,2471.234
"6,901",12752,Mossy Point,New South Wales,2536,974.8377,2.3202
"6,902",12752,Mossy Point,New South Wales,2537,1167.0234,2.3202
"6,903",12753,Moto,New South Wales,2426,71.3349,35.4432
"6,904",12753,Moto,New South Wales,2430,843.4816,35.4432
"6,905",12754,Moulamein,New South Wales,2710,10466.1631,1845.3792
"6,906",12754,Moulamein,New South Wales,2711,24180.255,1845.3792
"6,907",12754,Moulamein,New South Wales,2732,1849.8263,1845.3792
"6,908",12754,Moulamein,New South Wales,2733,2279.3516,1845.3792
"6,909",12754,Moulamein,New South Wales,2734,1755.2448,1845.3792
"6,910",12755,Mount Adrah,New South Wales,2652,6116.1137,136.4464
"6,911",12755,Mount Adrah,New South Wales,2722,1576.1373,136.4464
"6,912",12755,Mount Adrah,New South Wales,2729,933.1202,136.4464
"6,913",12756,Mount Annan,New South Wales,2559,4.3495,10.2263
"6,914",12756,Mount Annan,New South Wales,2560,411.3136,10.2263
"6,915",12756,Mount Annan,New South Wales,2563,11.5603,10.2263
"6,916",12756,Mount Annan,New South Wales,2567,31.1557,10.2263
"6,917",12756,Mount Annan,New South Wales,2570,469.0775,10.2263
"6,918",12757,Mount Aquila,New South Wales,2820,2438.751,30.9416
"6,919",12757,Mount Aquila,New South Wales,2850,6005.3758,30.9416
"6,920",12757,Mount Aquila,New South Wales,2866,1198.7089,30.9416
"6,921",12758,Mount Arthur,New South Wales,2820,2438.751,63.8892
"6,922",12759,Mount Austin,New South Wales,2650,4061.238,2.5665
"6,923",12760,Mount Burrell,New South Wales,2474,1537.5939,31.6643
"6,924",12760,Mount Burrell,New South Wales,2480,1369.4565,31.6643
"6,925",12760,Mount Burrell,New South Wales,2484,972.2983,31.6643
"6,926",12761,Mount Colah,New South Wales,2074,22.0151,11.0623
"6,927",12761,Mount Colah,New South Wales,2077,22.8664,11.0623
"6,928",12761,Mount Colah,New South Wales,2079,11.0623,11.0623
"6,929",12761,Mount Colah,New South Wales,2080,10.5767,11.0623
"6,930",12762,Mount Collins,New South Wales,2586,2323.2503,78.6893
"6,931",12762,Mount Collins,New South Wales,2793,648.0055,78.6893
"6,932",12762,Mount Collins,New South Wales,2794,1408.2658,78.6893
"6,933",12762,Mount Collins,New South Wales,2807,299.7008,78.6893
"6,934",12762,Mount Collins,New South Wales,2808,242.5414,78.6893
"6,935",12763,Mount Cooper (NSW),New South Wales,2630,4206.3548,71.7921
"6,936",12763,Mount Cooper (NSW),New South Wales,2631,1199.4934,71.7921
"6,937",12763,Mount Cooper (NSW),New South Wales,2632,1824.9879,71.7921
"6,938",12764,Mount Darragh,New South Wales,2550,3966.6591,61.5647
"6,939",12764,Mount Darragh,New South Wales,2632,1824.9879,61.5647
"6,940",12765,Mount David,New South Wales,2787,4632.7818,64.3064
"6,941",12765,Mount David,New South Wales,2795,5307.5248,64.3064
"6,942",12766,Mount Dee,New South Wales,2320,403.8742,0.8135
"6,943",12766,Mount Dee,New South Wales,2321,361.6288,0.8135
"6,944",12767,Mount Druitt,New South Wales,2760,19.9308,6.2561
"6,945",12767,Mount Druitt,New South Wales,2761,14.7648,6.2561
"6,946",12767,Mount Druitt,New South Wales,2766,27.2383,6.2561
"6,947",12767,Mount Druitt,New South Wales,2770,24.7303,6.2561
"6,948",12768,Mount Elliot (NSW),New South Wales,2250,691.6342,2.424
"6,949",12769,Mount Fairy,New South Wales,2580,5512.6655,91.3683
"6,950",12769,Mount Fairy,New South Wales,2581,2106.6075,91.3683
"6,951",12769,Mount Fairy,New South Wales,2621,853.2512,91.3683
"6,952",12769,Mount Fairy,New South Wales,2622,4256.1145,91.3683
"6,953",12770,Mount Foster,New South Wales,2824,4843.6,135.3558
"6,954",12770,Mount Foster,New South Wales,2825,7188.4073,135.3558
"6,955",12770,Mount Foster,New South Wales,2831,22389.3649,135.3558
"6,956",12771,Mount Frome,New South Wales,2850,6005.3758,21.71
"6,957",12772,Mount George (NSW),New South Wales,2422,3212.5916,82.8022
"6,958",12772,Mount George (NSW),New South Wales,2424,881.6889,82.8022
"6,959",12772,Mount George (NSW),New South Wales,2429,1799.9008,82.8022
"6,960",12773,Mount Harris,New South Wales,2824,4843.6,426.3581
"6,961",12773,Mount Harris,New South Wales,2825,7188.4073,426.3581
"6,962",12774,Mount Hope (NSW),New South Wales,2675,8518.5583,3248.4395
"6,963",12774,Mount Hope (NSW),New South Wales,2831,22389.3649,3248.4395
"6,964",12774,Mount Hope (NSW),New South Wales,2835,29975.1826,3248.4395
"6,965",12774,Mount Hope (NSW),New South Wales,2877,15332.1603,3248.4395
"6,966",12775,Mount Horeb,New South Wales,2722,1576.1373,31.0514
"6,967",12775,Mount Horeb,New South Wales,2729,933.1202,31.0514
"6,968",12776,Mount Hunter,New South Wales,2570,469.0775,32.7491
"6,969",12776,Mount Hunter,New South Wales,2571,250.2842,32.7491
"6,970",12777,Mount Hutton (NSW),New South Wales,2282,11.2261,3.4249
"6,971",12777,Mount Hutton (NSW),New South Wales,2290,35.6998,3.4249
"6,972",12777,Mount Hutton (NSW),New South Wales,2306,1.777,3.4249
"6,973",12778,Mount Irvine,New South Wales,2758,572.1443,9.3616
"6,974",12778,Mount Irvine,New South Wales,2786,84.7603,9.3616
"6,975",12778,Mount Irvine,New South Wales,2787,4632.7818,9.3616
"6,976",12779,Mount Keira,New South Wales,2500,27.1582,6.9914
"6,977",12779,Mount Keira,New South Wales,2518,12.7193,6.9914
"6,978",12779,Mount Keira,New South Wales,2519,9.2816,6.9914
"6,979",12779,Mount Keira,New South Wales,2525,8.5595,6.9914
"6,980",12779,Mount Keira,New South Wales,2526,132.2947,6.9914
"6,981",12779,Mount Keira,New South Wales,2560,411.3136,6.9914
"6,982",12780,Mount Kembla,New South Wales,2500,27.1582,6.1134
"6,983",12780,Mount Kembla,New South Wales,2525,8.5595,6.1134
"6,984",12780,Mount Kembla,New South Wales,2526,132.2947,6.1134
"6,985",12781,Mount Kingiman,New South Wales,2538,390.494,30.2772
"6,986",12781,Mount Kingiman,New South Wales,2539,686.0289,30.2772
"6,987",12781,Mount Kingiman,New South Wales,2622,4256.1145,30.2772
"6,988",12782,Mount Knowles,New South Wales,2850,6005.3758,37.5829
"6,989",12783,Mount Kuring-Gai,New South Wales,2077,22.8664,10.5767
"6,990",12783,Mount Kuring-Gai,New South Wales,2079,11.0623,10.5767
"6,991",12783,Mount Kuring-Gai,New South Wales,2080,10.5767,10.5767
"6,992",12783,Mount Kuring-Gai,New South Wales,2081,40.1939,10.5767
"6,993",12783,Mount Kuring-Gai,New South Wales,2082,9.6876,10.5767
"6,994",12783,Mount Kuring-Gai,New South Wales,2159,127.4464,10.5767
"6,995",12784,Mount Lambie,New South Wales,2787,4632.7818,57.8163
"6,996",12784,Mount Lambie,New South Wales,2790,2481.3231,57.8163
"6,997",12784,Mount Lambie,New South Wales,2795,5307.5248,57.8163
"6,998",12784,Mount Lambie,New South Wales,2845,67.0705,57.8163
"6,999",12785,Mount Lewis,New South Wales,2190,9.7772,0.3328
"7,000",12785,Mount Lewis,New South Wales,2196,7.0679,0.3328
"7,001",12785,Mount Lewis,New South Wales,2200,13.9792,0.3328
"7,002",12786,Mount Lindsey,New South Wales,2574,350.23,68.7138
"7,003",12786,Mount Lindsey,New South Wales,2575,981.4743,68.7138
"7,004",12786,Mount Lindsey,New South Wales,2576,174.2442,68.7138
"7,005",12787,Mount Marsden,New South Wales,2848,166.2149,81.3491
"7,006",12787,Mount Marsden,New South Wales,2849,2801.0405,81.3491
"7,007",12788,Mount Marsh,New South Wales,2460,6630.3495,143.9699
"7,008",12788,Mount Marsh,New South Wales,2469,3813.3747,143.9699
"7,009",12789,Mount Mitchell,New South Wales,2365,3804.6687,204.7015
"7,010",12789,Mount Mitchell,New South Wales,2370,4769.4223,204.7015
"7,011",12790,Mount Murray,New South Wales,2574,350.23,5.3105
"7,012",12790,Mount Murray,New South Wales,2576,174.2442,5.3105
"7,013",12790,Mount Murray,New South Wales,2577,1312.519,5.3105
"7,014",12791,Mount Olive (Oberon - NSW),New South Wales,2787,4632.7818,26.8894
"7,015",12791,Mount Olive (Oberon - NSW),New South Wales,2790,2481.3231,26.8894
"7,016",12792,Mount Olive (Singleton - NSW),New South Wales,2330,4730.8949,38.0976
"7,017",12793,Mount Ousley,New South Wales,2500,27.1582,0.7996
"7,018",12793,Mount Ousley,New South Wales,2519,9.2816,0.7996
"7,019",12794,Mount Panorama,New South Wales,2795,5307.5248,6.8824
"7,020",12795,Mount Pleasant (NSW),New South Wales,2500,27.1582,0.98
"7,021",12795,Mount Pleasant (NSW),New South Wales,2519,9.2816,0.98
"7,022",12796,Mount Pritchard,New South Wales,2166,15.2543,3.0939
"7,023",12796,Mount Pritchard,New South Wales,2168,12.8684,3.0939
"7,024",12796,Mount Pritchard,New South Wales,2170,54.319,3.0939
"7,025",12796,Mount Pritchard,New South Wales,2177,5.1959,3.0939
"7,026",12797,Mount Rankin,New South Wales,2795,5307.5248,100.8855
"7,027",12798,Mount Rivers,New South Wales,2311,783.5898,31.9312
"7,028",12798,Mount Rivers,New South Wales,2330,4730.8949,31.9312
"7,029",12799,Mount Riverview,New South Wales,2750,35.3705,3.0094
"7,030",12799,Mount Riverview,New South Wales,2774,21.2999,3.0094
"7,031",12799,Mount Riverview,New South Wales,2777,54.7327,3.0094
"7,032",12800,Mount Royal,New South Wales,2311,783.5898,87.7532
"7,033",12800,Mount Royal,New South Wales,2330,4730.8949,87.7532
"7,034",12800,Mount Royal,New South Wales,2336,888.9717,87.7532
"7,035",12801,Mount Russell,New South Wales,2360,3385.2978,69.9636
"7,036",12801,Mount Russell,New South Wales,2403,1006.9407,69.9636
"7,037",12802,Mount Saint Thomas,New South Wales,2500,27.1582,0.5395
"7,038",12802,Mount Saint Thomas,New South Wales,2525,8.5595,0.5395
"7,039",12803,Mount Seaview,New South Wales,2354,7142.1491,224.0573
"7,040",12803,Mount Seaview,New South Wales,2446,2233.1607,224.0573
"7,041",12804,Mount Tenandra,New South Wales,2396,1826.7503,211.237
"7,042",12804,Mount Tenandra,New South Wales,2817,961.4848,211.237
"7,043",12804,Mount Tenandra,New South Wales,2828,2375.64,211.237
"7,044",12805,Mount Thorley,New South Wales,2330,4730.8949,70.1528
"7,045",12805,Mount Thorley,New South Wales,2331,137.2978,70.1528
"7,046",12806,Mount Tomah,New South Wales,2758,572.1443,8.2837
"7,047",12806,Mount Tomah,New South Wales,2787,4632.7818,8.2837
"7,048",12807,Mount Vernon,New South Wales,2175,21.9683,6.5433
"7,049",12807,Mount Vernon,New South Wales,2178,54.3241,6.5433
"7,050",12808,Mount Victoria,New South Wales,2785,128.6447,16.5243
"7,051",12808,Mount Victoria,New South Wales,2786,84.7603,16.5243
"7,052",12808,Mount Victoria,New South Wales,2787,4632.7818,16.5243
"7,053",12808,Mount Victoria,New South Wales,2790,2481.3231,16.5243
"7,054",12809,Mount View,New South Wales,2320,403.8742,28.1363
"7,055",12809,Mount View,New South Wales,2325,1605.0648,28.1363
"7,056",12810,Mount Vincent,New South Wales,2278,45.0568,35.2256
"7,057",12810,Mount Vincent,New South Wales,2323,207.9467,35.2256
"7,058",12810,Mount Vincent,New South Wales,2325,1605.0648,35.2256
"7,059",12811,Mount Warning,New South Wales,2484,972.2983,54.1866
"7,060",12812,Mount Warrigal,New South Wales,2528,11.2805,1.9047
"7,061",12812,Mount Warrigal,New South Wales,2529,40.4513,1.9047
"7,062",12813,Mount Werong,New South Wales,2580,5512.6655,207.8346
"7,063",12813,Mount Werong,New South Wales,2787,4632.7818,207.8346
"7,064",12814,Mount White,New South Wales,2083,45.774,16.6796
"7,065",12814,Mount White,New South Wales,2250,691.6342,16.6796
"7,066",12814,Mount White,New South Wales,2775,833.1402,16.6796
"7,067",12815,Mount Wilson,New South Wales,2786,84.7603,10.2681
"7,068",12815,Mount Wilson,New South Wales,2787,4632.7818,10.2681
"7,069",12816,Mountain Creek (NSW),New South Wales,2640,1029.4042,144.0614
"7,070",12816,Mountain Creek (NSW),New South Wales,2642,4076.8,144.0614
"7,071",12816,Mountain Creek (NSW),New South Wales,2644,2157.7365,144.0614
"7,072",12816,Mountain Creek (NSW),New South Wales,2660,451.2793,144.0614
"7,073",12817,Mountain Lagoon,New South Wales,2756,1486.8709,54.6618
"7,074",12817,Mountain Lagoon,New South Wales,2758,572.1443,54.6618
"7,075",12818,Mountain Top,New South Wales,2480,1369.4565,11.5473
"7,076",12819,Mountain View (NSW),New South Wales,2460,6630.3495,12.6538
"7,077",12820,Mourquong,New South Wales,2648,23909.7281,12.9262
"7,078",12820,Mourquong,New South Wales,2717,120.7928,12.9262
"7,079",12820,Mourquong,New South Wales,2739,50.1706,12.9262
"7,080",12821,Mowbray Park,New South Wales,2570,469.0775,8.8517
"7,081",12821,Mowbray Park,New South Wales,2571,250.2842,8.8517
"7,082",12821,Mowbray Park,New South Wales,2572,106.1734,8.8517
"7,083",12822,Mozart,New South Wales,2787,4632.7818,58.8614
"7,084",12823,Mudgee,New South Wales,2850,6005.3758,26.4776
"7,085",12824,Mulbring,New South Wales,2278,45.0568,27.5148
"7,086",12824,Mulbring,New South Wales,2286,25.2353,27.5148
"7,087",12824,Mulbring,New South Wales,2323,207.9467,27.5148
"7,088",12824,Mulbring,New South Wales,2325,1605.0648,27.5148
"7,089",12825,Mulgoa,New South Wales,2745,168.7608,54.2696
"7,090",12825,Mulgoa,New South Wales,2748,43.0734,54.2696
"7,091",12825,Mulgoa,New South Wales,2750,35.3705,54.2696
"7,092",12825,Mulgoa,New South Wales,2787,4632.7818,54.2696
"7,093",12826,Mulgrave (NSW),New South Wales,2756,1486.8709,4.0198
"7,094",12826,Mulgrave (NSW),New South Wales,2765,127.5271,4.0198
"7,095",12827,Mulguthrie,New South Wales,2871,3837.8532,118.1068
