SA4 Code 2021,SA4 Name,LGA Code 2021,LGA,LGA - Converted,State,Gcc Name21,LGA Area (sq km),SA4 Area (sq km),Row Number
509,Western Australia - Wheat Belt,53710,Goomalling,Goomalling,Western Australia,Rest of WA,1835.4294,197345.5326,"1,023"
509,Western Australia - Wheat Belt,53990,Harvey,Harvey,Western Australia,Rest of WA,1727.607,197345.5326,"1,024"
509,Western Australia - Wheat Belt,54130,Jerramungup,Jerramungup,Western Australia,Rest of WA,6511.1803,197345.5326,"1,025"
509,Western Australia - Wheat Belt,54200,Kalamunda,Kalamunda,Western Australia,Rest of WA,324.2958,197345.5326,"1,026"
509,Western Australia - Wheat Belt,54340,Katanning,Katanning,Western Australia,Rest of WA,1518.1854,197345.5326,"1,027"
509,Western Australia - Wheat Belt,54410,Kellerberrin,Kellerberrin,Western Australia,Rest of WA,1915.433,197345.5326,"1,028"
509,Western Australia - Wheat Belt,54480,Kent,Kent,Western Australia,Rest of WA,5624.5818,197345.5326,"1,029"
509,Western Australia - Wheat Belt,54550,Kojonup,Kojonup,Western Australia,Rest of WA,2930.9925,197345.5326,"1,030"
509,Western Australia - Wheat Belt,54620,Kondinin,Kondinin,Western Australia,Rest of WA,7440.8016,197345.5326,"1,031"
509,Western Australia - Wheat Belt,54690,Koorda,Koorda,Western Australia,Rest of WA,2832.313,197345.5326,"1,032"
509,Western Australia - Wheat Belt,54760,Kulin,Kulin,Western Australia,Rest of WA,4718.9219,197345.5326,"1,033"
509,Western Australia - Wheat Belt,54900,Lake Grace,Lake Grace,Western Australia,Rest of WA,11886.3198,197345.5326,"1,034"
509,Western Australia - Wheat Belt,55180,Manjimup,Manjimup,Western Australia,Rest of WA,7029.6076,197345.5326,"1,035"
509,Western Australia - Wheat Belt,55390,Menzies,Menzies,Western Australia,Rest of WA,124115.424,197345.5326,"1,036"
509,Western Australia - Wheat Belt,55460,Merredin,Merredin,Western Australia,Rest of WA,3293.7824,197345.5326,"1,037"
509,Western Australia - Wheat Belt,55600,Moora,Moora,Western Australia,Rest of WA,3763.0254,197345.5326,"1,038"
509,Western Australia - Wheat Belt,55880,Mount Marshall,Mount Marshall,Western Australia,Rest of WA,10184.5937,197345.5326,"1,039"
509,Western Australia - Wheat Belt,55950,Mukinbudin,Mukinbudin,Western Australia,Rest of WA,3426.944,197345.5326,"1,040"
509,Western Australia - Wheat Belt,56090,Mundaring,Mundaring,Western Australia,Rest of WA,643.2012,197345.5326,"1,041"
509,Western Australia - Wheat Belt,56230,Murray,Murray,Western Australia,Rest of WA,1703.4688,197345.5326,"1,042"
509,Western Australia - Wheat Belt,56370,Narembeen,Narembeen,Western Australia,Rest of WA,3809.0285,197345.5326,"1,043"
509,Western Australia - Wheat Belt,56460,Narrogin,Narrogin,Western Australia,Rest of WA,1631.3024,197345.5326,"1,044"
509,Western Australia - Wheat Belt,56730,Northam,Northam,Western Australia,Rest of WA,1431.2215,197345.5326,"1,045"
509,Western Australia - Wheat Belt,56860,Nungarin,Nungarin,Western Australia,Rest of WA,1166.0245,197345.5326,"1,046"
509,Western Australia - Wheat Belt,57000,Perenjori,Perenjori,Western Australia,Rest of WA,8301.3551,197345.5326,"1,047"
509,Western Australia - Wheat Belt,57140,Pingelly,Pingelly,Western Australia,Rest of WA,1294.5721,197345.5326,"1,048"
509,Western Australia - Wheat Belt,57210,Plantagenet,Plantagenet,Western Australia,Rest of WA,4876.682,197345.5326,"1,049"
509,Western Australia - Wheat Belt,57350,Quairading,Quairading,Western Australia,Rest of WA,2016.9268,197345.5326,"1,050"
509,Western Australia - Wheat Belt,57420,Ravensthorpe,Ravensthorpe,Western Australia,Rest of WA,9841.7504,197345.5326,"1,051"
509,Western Australia - Wheat Belt,57630,Sandstone,Sandstone,Western Australia,Rest of WA,32605.2912,197345.5326,"1,052"
509,Western Australia - Wheat Belt,57700,Serpentine-Jarrahdale,Serpentine-Jarrahdale,Western Australia,Rest of WA,901.2054,197345.5326,"1,053"
509,Western Australia - Wheat Belt,58050,Swan,Swan,Western Australia,Rest of WA,1042.9936,197345.5326,"1,054"
509,Western Australia - Wheat Belt,58190,Tammin,Tammin,Western Australia,Rest of WA,1101.692,197345.5326,"1,055"
509,Western Australia - Wheat Belt,58330,Toodyay,Toodyay,Western Australia,Rest of WA,1691.6485,197345.5326,"1,056"
509,Western Australia - Wheat Belt,58400,Trayning,Trayning,Western Australia,Rest of WA,1651.2043,197345.5326,"1,057"
509,Western Australia - Wheat Belt,58540,Victoria Plains,Victoria Plains,Western Australia,Rest of WA,2551.0132,197345.5326,"1,058"
509,Western Australia - Wheat Belt,58610,Wagin,Wagin,Western Australia,Rest of WA,1946.1763,197345.5326,"1,059"
509,Western Australia - Wheat Belt,58680,Wandering,Wandering,Western Australia,Rest of WA,1903.8645,197345.5326,"1,060"
509,Western Australia - Wheat Belt,58760,Wanneroo,Wanneroo,Western Australia,Rest of WA,683.2602,197345.5326,"1,061"
509,Western Australia - Wheat Belt,58820,Waroona,Waroona,Western Australia,Rest of WA,832.2285,197345.5326,"1,062"
509,Western Australia - Wheat Belt,58890,West Arthur,West Arthur,Western Australia,Rest of WA,2831.8272,197345.5326,"1,063"
509,Western Australia - Wheat Belt,59030,Westonia,Westonia,Western Australia,Rest of WA,3319.4496,197345.5326,"1,064"
509,Western Australia - Wheat Belt,59100,Wickepin,Wickepin,Western Australia,Rest of WA,2040.8985,197345.5326,"1,065"
509,Western Australia - Wheat Belt,59170,Williams,Williams,Western Australia,Rest of WA,2304.7119,197345.5326,"1,066"
509,Western Australia - Wheat Belt,59310,Wongan-Ballidu,Wongan-Ballidu,Western Australia,Rest of WA,3365.0675,197345.5326,"1,067"
509,Western Australia - Wheat Belt,59320,Woodanilling,Woodanilling,Western Australia,Rest of WA,1128.8348,197345.5326,"1,068"
509,Western Australia - Wheat Belt,59330,Wyalkatchem,Wyalkatchem,Western Australia,Rest of WA,1594.4884,197345.5326,"1,069"
509,Western Australia - Wheat Belt,59350,Yalgoo,Yalgoo,Western Australia,Rest of WA,27949.4641,197345.5326,"1,070"
509,Western Australia - Wheat Belt,59360,Yilgarn,Yilgarn,Western Australia,Rest of WA,30428.7648,197345.5326,"1,071"
509,Western Australia - Wheat Belt,59370,York,York,Western Australia,Rest of WA,2131.5916,197345.5326,"1,072"
510,Western Australia - Outback (North),50250,Ashburton,Ashburton,Western Australia,Rest of WA,100817.3112,926023.1631,"1,073"
510,Western Australia - Outback (North),50980,Broome,Broome,Western Australia,Rest of WA,54401.8236,926023.1631,"1,074"
510,Western Australia - Outback (North),51540,Carnarvon,Carnarvon,Western Australia,Rest of WA,46574.705,926023.1631,"1,075"
510,Western Australia - Outback (North),52800,Derby-West Kimberley,Derby-West Kimberley,Western Australia,Rest of WA,119730.9696,926023.1631,"1,076"
510,Western Australia - Outback (North),53220,East Pilbara,East Pilbara,Western Australia,Rest of WA,372295.6721,926023.1631,"1,077"
510,Western Australia - Outback (North),53360,Exmouth,Exmouth,Western Australia,Rest of WA,6488.2097,926023.1631,"1,078"
510,Western Australia - Outback (North),53920,Halls Creek,Halls Creek,Western Australia,Rest of WA,133045.9733,926023.1631,"1,079"
510,Western Australia - Outback (North),54310,Karratha,Karratha,Western Australia,Rest of WA,15238.2934,926023.1631,"1,080"
510,Western Australia - Outback (North),55250,Meekatharra,Meekatharra,Western Australia,Rest of WA,100188.5478,926023.1631,"1,081"
510,Western Australia - Outback (North),56620,Ngaanyatjarraku,Ngaanyatjarraku,Western Australia,Rest of WA,159815.9632,926023.1631,"1,082"
510,Western Australia - Outback (North),57280,Port Hedland,Port Hedland,Western Australia,Rest of WA,18417.0777,926023.1631,"1,083"
510,Western Australia - Outback (North),58470,Upper Gascoyne,Upper Gascoyne,Western Australia,Rest of WA,57809.8737,926023.1631,"1,084"
510,Western Australia - Outback (North),59250,Wiluna,Wiluna,Western Australia,Rest of WA,181297.3382,926023.1631,"1,085"
510,Western Australia - Outback (North),59340,Wyndham-East Kimberley,Wyndham-East Kimberley,Western Australia,Rest of WA,112066.3217,926023.1631,"1,086"
510,Western Australia - Outback (North),70620,Central Desert,Central Desert,Northern Territory,Rest of WA,281338.022,926023.1631,"1,087"
510,Western Australia - Outback (North),72330,MacDonnell,MacDonnell,Northern Territory,Rest of WA,268339.0281,926023.1631,"1,088"
510,Western Australia - Outback (North),74550,Victoria Daly,Victoria Daly,Northern Territory,Rest of WA,153287.3722,926023.1631,"1,089"
511,Western Australia - Outback (South),40250,Anangu Pitjantjatjara Yunkunytjatjara,Anangu Pitjantjatjara Yunkunytjatjara,South Australia,Rest of WA,102348.117,1372044.803,"1,090"
511,Western Australia - Outback (South),44000,Maralinga Tjarutja,Maralinga Tjarutja,South Australia,Rest of WA,105766.3105,1372044.803,"1,091"
511,Western Australia - Outback (South),49399,Unincorporated SA,Unincorporated SA,South Australia,Rest of WA,619426.0858,1372044.803,"1,092"
511,Western Australia - Outback (South),50250,Ashburton,Ashburton,Western Australia,Rest of WA,100817.3112,1372044.803,"1,093"
511,Western Australia - Outback (South),51470,Carnamah,Carnamah,Western Australia,Rest of WA,2870.9316,1372044.803,"1,094"
511,Western Australia - Outback (South),51540,Carnarvon,Carnarvon,Western Australia,Rest of WA,46574.705,1372044.803,"1,095"
511,Western Australia - Outback (South),51610,Chapman Valley,Chapman Valley,Western Australia,Rest of WA,3981.3333,1372044.803,"1,096"
511,Western Australia - Outback (South),51960,Coolgardie,Coolgardie,Western Australia,Rest of WA,30297.6977,1372044.803,"1,097"
511,Western Australia - Outback (South),52030,Coorow,Coorow,Western Australia,Rest of WA,4189.8721,1372044.803,"1,098"
511,Western Australia - Outback (South),52380,Cue,Cue,Western Australia,Rest of WA,13582.1956,1372044.803,"1,099"
511,Western Australia - Outback (South),52520,Dalwallinu,Dalwallinu,Western Australia,Rest of WA,7224.3566,1372044.803,"1,100"
511,Western Australia - Outback (South),52590,Dandaragan,Dandaragan,Western Australia,Rest of WA,6711.5721,1372044.803,"1,101"
511,Western Australia - Outback (South),53080,Dundas,Dundas,Western Australia,Rest of WA,92886.3668,1372044.803,"1,102"
511,Western Australia - Outback (South),53220,East Pilbara,East Pilbara,Western Australia,Rest of WA,372295.6721,1372044.803,"1,103"
511,Western Australia - Outback (South),53290,Esperance,Esperance,Western Australia,Rest of WA,44797.5456,1372044.803,"1,104"
511,Western Australia - Outback (South),53360,Exmouth,Exmouth,Western Australia,Rest of WA,6488.2097,1372044.803,"1,105"
511,Western Australia - Outback (South),53800,Greater Geraldton,Greater Geraldton,Western Australia,Rest of WA,9909.0002,1372044.803,"1,106"
511,Western Australia - Outback (South),54060,Irwin,Irwin,Western Australia,Rest of WA,2369.3298,1372044.803,"1,107"
511,Western Australia - Outback (South),54130,Jerramungup,Jerramungup,Western Australia,Rest of WA,6511.1803,1372044.803,"1,108"
511,Western Australia - Outback (South),54280,Kalgoorlie-Boulder,Kalgoorlie-Boulder,Western Australia,Rest of WA,95500.292,1372044.803,"1,109"
511,Western Australia - Outback (South),54620,Kondinin,Kondinin,Western Australia,Rest of WA,7440.8016,1372044.803,"1,110"
511,Western Australia - Outback (South),54900,Lake Grace,Lake Grace,Western Australia,Rest of WA,11886.3198,1372044.803,"1,111"
511,Western Australia - Outback (South),54970,Laverton,Laverton,Western Australia,Rest of WA,179993.971,1372044.803,"1,112"
511,Western Australia - Outback (South),55040,Leonora,Leonora,Western Australia,Rest of WA,31915.0562,1372044.803,"1,113"
511,Western Australia - Outback (South),55250,Meekatharra,Meekatharra,Western Australia,Rest of WA,100188.5478,1372044.803,"1,114"
511,Western Australia - Outback (South),55390,Menzies,Menzies,Western Australia,Rest of WA,124115.424,1372044.803,"1,115"
511,Western Australia - Outback (South),55530,Mingenew,Mingenew,Western Australia,Rest of WA,1934.8857,1372044.803,"1,116"
511,Western Australia - Outback (South),55600,Moora,Moora,Western Australia,Rest of WA,3763.0254,1372044.803,"1,117"
511,Western Australia - Outback (South),55670,Morawa,Morawa,Western Australia,Rest of WA,3510.5929,1372044.803,"1,118"
511,Western Australia - Outback (South),55810,Mount Magnet,Mount Magnet,Western Australia,Rest of WA,13858.1182,1372044.803,"1,119"
511,Western Australia - Outback (South),55880,Mount Marshall,Mount Marshall,Western Australia,Rest of WA,10184.5937,1372044.803,"1,120"
511,Western Australia - Outback (South),56160,Murchison,Murchison,Western Australia,Rest of WA,45046.0922,1372044.803,"1,121"
511,Western Australia - Outback (South),56620,Ngaanyatjarraku,Ngaanyatjarraku,Western Australia,Rest of WA,159815.9632,1372044.803,"1,122"
511,Western Australia - Outback (South),56790,Northampton,Northampton,Western Australia,Rest of WA,12543.7142,1372044.803,"1,123"
511,Western Australia - Outback (South),57000,Perenjori,Perenjori,Western Australia,Rest of WA,8301.3551,1372044.803,"1,124"
511,Western Australia - Outback (South),57420,Ravensthorpe,Ravensthorpe,Western Australia,Rest of WA,9841.7504,1372044.803,"1,125"
511,Western Australia - Outback (South),57630,Sandstone,Sandstone,Western Australia,Rest of WA,32605.2912,1372044.803,"1,126"
511,Western Australia - Outback (South),57770,Shark Bay,Shark Bay,Western Australia,Rest of WA,24201.5491,1372044.803,"1,127"
511,Western Australia - Outback (South),58260,Three Springs,Three Springs,Western Australia,Rest of WA,2656.6928,1372044.803,"1,128"
511,Western Australia - Outback (South),58470,Upper Gascoyne,Upper Gascoyne,Western Australia,Rest of WA,57809.8737,1372044.803,"1,129"
511,Western Australia - Outback (South),59250,Wiluna,Wiluna,Western Australia,Rest of WA,181297.3382,1372044.803,"1,130"
511,Western Australia - Outback (South),59350,Yalgoo,Yalgoo,Western Australia,Rest of WA,27949.4641,1372044.803,"1,131"
511,Western Australia - Outback (South),59360,Yilgarn,Yilgarn,Western Australia,Rest of WA,30428.7648,1372044.803,"1,132"
511,Western Australia - Outback (South),72330,MacDonnell,MacDonnell,Northern Territory,Rest of WA,268339.0281,1372044.803,"1,133"
601,Hobart,60410,Brighton,Brighton,Tasmania,Greater Hobart,171.1508,1695.3611,"1,134"
601,Hobart,61410,Clarence,Clarence,Tasmania,Greater Hobart,377.9614,1695.3611,"1,135"
601,Hobart,61510,Derwent Valley,Derwent Valley,Tasmania,Greater Hobart,4108.1113,1695.3611,"1,136"
601,Hobart,62410,Glamorgan-Spring Bay,Glamorgan-Spring Bay,Tasmania,Greater Hobart,2591.591,1695.3611,"1,137"
601,Hobart,62610,Glenorchy,Glenorchy,Tasmania,Greater Hobart,121.1632,1695.3611,"1,138"
601,Hobart,62810,Hobart,Hobart,Tasmania,Greater Hobart,77.8965,1695.3611,"1,139"
601,Hobart,63010,Huon Valley,Huon Valley,Tasmania,Greater Hobart,5507.3541,1695.3611,"1,140"
601,Hobart,63610,Kingborough,Kingborough,Tasmania,Greater Hobart,720.1093,1695.3611,"1,141"
601,Hobart,64810,Sorell,Sorell,Tasmania,Greater Hobart,583.7723,1695.3611,"1,142"
601,Hobart,65010,Southern Midlands,Southern Midlands,Tasmania,Greater Hobart,2615.4935,1695.3611,"1,143"
601,Hobart,65210,Tasman,Tasman,Tasmania,Greater Hobart,660.3947,1695.3611,"1,144"
602,Launceston and North East,60210,Break O'Day,Break O'Day,Tasmania,Rest of Tas.,3523.8858,19975.336,"1,145"
602,Launceston and North East,61010,Central Highlands (Tas.),Central Highlands (Tas.),Tasmania,Rest of Tas.,7982.4155,19975.336,"1,146"
602,Launceston and North East,61810,Dorset,Dorset,Tasmania,Rest of Tas.,3230.5456,19975.336,"1,147"
602,Launceston and North East,62010,Flinders (Tas.),Flinders (Tas.),Tasmania,Rest of Tas.,1996.6244,19975.336,"1,148"
602,Launceston and North East,62210,George Town,George Town,Tasmania,Rest of Tas.,653.4308,19975.336,"1,149"
602,Launceston and North East,62410,Glamorgan-Spring Bay,Glamorgan-Spring Bay,Tasmania,Rest of Tas.,2591.591,19975.336,"1,150"
602,Launceston and North East,63210,Kentish,Kentish,Tasmania,Rest of Tas.,1156.1888,19975.336,"1,151"
602,Launceston and North East,63810,Latrobe (Tas.),Latrobe (Tas.),Tasmania,Rest of Tas.,600.4619,19975.336,"1,152"
602,Launceston and North East,64010,Launceston,Launceston,Tasmania,Rest of Tas.,1413.6306,19975.336,"1,153"
602,Launceston and North East,64210,Meander Valley,Meander Valley,Tasmania,Rest of Tas.,3330.8146,19975.336,"1,154"
602,Launceston and North East,64610,Northern Midlands,Northern Midlands,Tasmania,Rest of Tas.,5135.2505,19975.336,"1,155"
602,Launceston and North East,65010,Southern Midlands,Southern Midlands,Tasmania,Rest of Tas.,2615.4935,19975.336,"1,156"
602,Launceston and North East,65610,West Coast,West Coast,Tasmania,Rest of Tas.,9583.5388,19975.336,"1,157"
602,Launceston and North East,65810,West Tamar,West Tamar,Tasmania,Rest of Tas.,691.1537,19975.336,"1,158"
603,South East,60210,Break O'Day,Break O'Day,Tasmania,Rest of Tas.,3523.8858,23822.0525,"1,159"
603,South East,60410,Brighton,Brighton,Tasmania,Rest of Tas.,171.1508,23822.0525,"1,160"
603,South East,61010,Central Highlands (Tas.),Central Highlands (Tas.),Tasmania,Rest of Tas.,7982.4155,23822.0525,"1,161"
603,South East,61410,Clarence,Clarence,Tasmania,Rest of Tas.,377.9614,23822.0525,"1,162"
603,South East,61510,Derwent Valley,Derwent Valley,Tasmania,Rest of Tas.,4108.1113,23822.0525,"1,163"
603,South East,62410,Glamorgan-Spring Bay,Glamorgan-Spring Bay,Tasmania,Rest of Tas.,2591.591,23822.0525,"1,164"
603,South East,62610,Glenorchy,Glenorchy,Tasmania,Rest of Tas.,121.1632,23822.0525,"1,165"
603,South East,63010,Huon Valley,Huon Valley,Tasmania,Rest of Tas.,5507.3541,23822.0525,"1,166"
603,South East,63610,Kingborough,Kingborough,Tasmania,Rest of Tas.,720.1093,23822.0525,"1,167"
603,South East,64210,Meander Valley,Meander Valley,Tasmania,Rest of Tas.,3330.8146,23822.0525,"1,168"
603,South East,64610,Northern Midlands,Northern Midlands,Tasmania,Rest of Tas.,5135.2505,23822.0525,"1,169"
603,South East,64810,Sorell,Sorell,Tasmania,Rest of Tas.,583.7723,23822.0525,"1,170"
603,South East,65010,Southern Midlands,Southern Midlands,Tasmania,Rest of Tas.,2615.4935,23822.0525,"1,171"
603,South East,65210,Tasman,Tasman,Tasmania,Rest of Tas.,660.3947,23822.0525,"1,172"
603,South East,65610,West Coast,West Coast,Tasmania,Rest of Tas.,9583.5388,23822.0525,"1,173"
604,West and North West,60610,Burnie,Burnie,Tasmania,Rest of Tas.,610.9528,22524.7897,"1,174"
604,West and North West,60810,Central Coast (Tas.),Central Coast (Tas.),Tasmania,Rest of Tas.,933.0891,22524.7897,"1,175"
604,West and North West,61010,Central Highlands (Tas.),Central Highlands (Tas.),Tasmania,Rest of Tas.,7982.4155,22524.7897,"1,176"
604,West and North West,61210,Circular Head,Circular Head,Tasmania,Rest of Tas.,4897.6511,22524.7897,"1,177"
604,West and North West,61510,Derwent Valley,Derwent Valley,Tasmania,Rest of Tas.,4108.1113,22524.7897,"1,178"
604,West and North West,61610,Devonport,Devonport,Tasmania,Rest of Tas.,111.259,22524.7897,"1,179"
604,West and North West,63010,Huon Valley,Huon Valley,Tasmania,Rest of Tas.,5507.3541,22524.7897,"1,180"
604,West and North West,63210,Kentish,Kentish,Tasmania,Rest of Tas.,1156.1888,22524.7897,"1,181"
604,West and North West,63410,King Island,King Island,Tasmania,Rest of Tas.,1095.7407,22524.7897,"1,182"
604,West and North West,63810,Latrobe (Tas.),Latrobe (Tas.),Tasmania,Rest of Tas.,600.4619,22524.7897,"1,183"
604,West and North West,64210,Meander Valley,Meander Valley,Tasmania,Rest of Tas.,3330.8146,22524.7897,"1,184"
604,West and North West,65410,Waratah-Wynyard,Waratah-Wynyard,Tasmania,Rest of Tas.,3535.9075,22524.7897,"1,185"
604,West and North West,65610,West Coast,West Coast,Tasmania,Rest of Tas.,9583.5388,22524.7897,"1,186"
604,West and North West,65810,West Tamar,West Tamar,Tasmania,Rest of Tas.,691.1537,22524.7897,"1,187"
701,Darwin,70700,Coomalie,Coomalie,Northern Territory,Greater Darwin,2056.0547,3167.7034,"1,188"
701,Darwin,71000,Darwin,Darwin,Northern Territory,Greater Darwin,111.2614,3167.7034,"1,189"
701,Darwin,71150,Darwin Waterfront Precinct,Darwin Waterfront Precinct,Northern Territory,Greater Darwin,0.7447,3167.7034,"1,190"
701,Darwin,72300,Litchfield,Litchfield,Northern Territory,Greater Darwin,2903.3391,3167.7034,"1,191"
701,Darwin,72800,Palmerston,Palmerston,Northern Territory,Greater Darwin,52.6559,3167.7034,"1,192"
701,Darwin,79399,Unincorporated NT,Unincorporated NT,Northern Territory,Greater Darwin,19792.8884,3167.7034,"1,193"
702,Northern Territory - Outback,30900,Boulia,Boulia,Queensland,Rest of NT,60906.4695,1344966.79,"1,194"
702,Northern Territory - Outback,31950,Burke,Burke,Queensland,Rest of NT,39681.2234,1344966.79,"1,195"
702,Northern Territory - Outback,32750,Diamantina,Diamantina,Queensland,Rest of NT,94722.429,1344966.79,"1,196"
702,Northern Territory - Outback,35300,Mount Isa,Mount Isa,Queensland,Rest of NT,43715.1975,1344966.79,"1,197"
702,Northern Territory - Outback,40250,Anangu Pitjantjatjara Yunkunytjatjara,Anangu Pitjantjatjara Yunkunytjatjara,South Australia,Rest of NT,102348.117,1344966.79,"1,198"
702,Northern Territory - Outback,49399,Unincorporated SA,Unincorporated SA,South Australia,Rest of NT,619426.0858,1344966.79,"1,199"
702,Northern Territory - Outback,53220,East Pilbara,East Pilbara,Western Australia,Rest of NT,372295.6721,1344966.79,"1,200"
702,Northern Territory - Outback,53920,Halls Creek,Halls Creek,Western Australia,Rest of NT,133045.9733,1344966.79,"1,201"
702,Northern Territory - Outback,56620,Ngaanyatjarraku,Ngaanyatjarraku,Western Australia,Rest of NT,159815.9632,1344966.79,"1,202"
702,Northern Territory - Outback,59340,Wyndham-East Kimberley,Wyndham-East Kimberley,Western Australia,Rest of NT,112066.3217,1344966.79,"1,203"
702,Northern Territory - Outback,70200,Alice Springs,Alice Springs,Northern Territory,Rest of NT,327.7132,1344966.79,"1,204"
702,Northern Territory - Outback,70420,Barkly,Barkly,Northern Territory,Rest of NT,322710.4145,1344966.79,"1,205"
702,Northern Territory - Outback,70540,Belyuen,Belyuen,Northern Territory,Rest of NT,41.4054,1344966.79,"1,206"
702,Northern Territory - Outback,70620,Central Desert,Central Desert,Northern Territory,Rest of NT,281338.022,1344966.79,"1,207"
702,Northern Territory - Outback,70700,Coomalie,Coomalie,Northern Territory,Rest of NT,2056.0547,1344966.79,"1,208"
702,Northern Territory - Outback,71300,East Arnhem,East Arnhem,Northern Territory,Rest of NT,33309.9334,1344966.79,"1,209"
702,Northern Territory - Outback,72200,Katherine,Katherine,Northern Territory,Rest of NT,7416.6444,1344966.79,"1,210"
702,Northern Territory - Outback,72300,Litchfield,Litchfield,Northern Territory,Rest of NT,2903.3391,1344966.79,"1,211"
702,Northern Territory - Outback,72330,MacDonnell,MacDonnell,Northern Territory,Rest of NT,268339.0281,1344966.79,"1,212"
702,Northern Territory - Outback,73600,Roper Gulf,Roper Gulf,Northern Territory,Rest of NT,185213.4546,1344966.79,"1,213"
702,Northern Territory - Outback,74050,Tiwi Islands,Tiwi Islands,Northern Territory,Rest of NT,7483.1661,1344966.79,"1,214"
702,Northern Territory - Outback,74550,Victoria Daly,Victoria Daly,Northern Territory,Rest of NT,153287.3722,1344966.79,"1,215"
702,Northern Territory - Outback,74560,Wagait,Wagait,Northern Territory,Rest of NT,5.6628,1344966.79,"1,216"
702,Northern Territory - Outback,74660,West Arnhem,West Arnhem,Northern Territory,Rest of NT,49675.0342,1344966.79,"1,217"
702,Northern Territory - Outback,74680,West Daly,West Daly,Northern Territory,Rest of NT,14069.698,1344966.79,"1,218"
702,Northern Territory - Outback,79399,Unincorporated NT,Unincorporated NT,Northern Territory,Rest of NT,19792.8884,1344966.79,"1,219"
801,Australian Capital Territory,16490,Queanbeyan-Palerang Regional,Queanbeyan-Palerang,New South Wales,Australian Capital Territory,5319.0075,2358.133,"1,220"
801,Australian Capital Territory,17040,Snowy Monaro Regional,Snowy Monaro,New South Wales,Australian Capital Territory,15164.7904,2358.133,"1,221"
801,Australian Capital Territory,17080,Snowy Valleys,Snowy Valleys,New South Wales,Australian Capital Territory,8958.9215,2358.133,"1,222"
801,Australian Capital Territory,18710,Yass Valley,Yass Valley,New South Wales,Australian Capital Territory,3995.017,2358.133,"1,223"
801,Australian Capital Territory,89399,Unincorporated ACT,Unincorporated ACT,Australian Capital Territory,Australian Capital Territory,2358.133,2358.133,"1,224"
901,Other Territories,16950,Shoalhaven,Shoalhaven,New South Wales,Other Territories,4567.2011,255.742,"1,225"
901,Other Territories,51710,Christmas Island,Christmas Island,Other Territories,Other Territories,136.1356,255.742,"1,226"
901,Other Territories,51860,Cocos Islands,Cocos Islands,Other Territories,Other Territories,13.7258,255.742,"1,227"
901,Other Territories,99399,Unincorp. Other Territories,Unincorp. Other Territories,Other Territories,Other Territories,105.8806,255.742,"1,228"
