Row Number,SED Code 2021,SED,State,Postcode,Postcode Area (sq km),SED Area (sq km)
457,10027,East Hills,New South Wales,2200,13.9792,38.8251
458,10027,East Hills,New South Wales,2210,11.0963,38.8251
459,10027,East Hills,New South Wales,2211,7.3323,38.8251
460,10027,East Hills,New South Wales,2212,6.4088,38.8251
461,10027,East Hills,New South Wales,2213,10.0369,38.8251
462,10027,East Hills,New South Wales,2214,5.3711,38.8251
463,10027,East Hills,New South Wales,2234,39.7248,38.8251
464,10028,Epping,New South Wales,2074,22.0151,31.5812
465,10028,Epping,New South Wales,2117,7.1268,31.5812
466,10028,Epping,New South Wales,2118,8.5068,31.5812
467,10028,Epping,New South Wales,2119,6.7407,31.5812
468,10028,Epping,New South Wales,2120,13.8137,31.5812
469,10028,Epping,New South Wales,2121,9.2015,31.5812
470,10028,Epping,New South Wales,2122,9.0576,31.5812
471,10028,Epping,New South Wales,2125,9.2916,31.5812
472,10028,Epping,New South Wales,2126,8.2603,31.5812
473,10028,Epping,New South Wales,2154,18.8102,31.5812
474,10028,Epping,New South Wales,2156,62.9548,31.5812
475,10028,Epping,New South Wales,2158,41.7948,31.5812
476,10029,Fairfield,New South Wales,2145,27.5671,27.5386
477,10029,Fairfield,New South Wales,2160,8.4346,27.5386
478,10029,Fairfield,New South Wales,2161,11.2122,27.5386
479,10029,Fairfield,New South Wales,2162,5.7908,27.5386
480,10029,Fairfield,New South Wales,2163,6.3533,27.5386
481,10029,Fairfield,New South Wales,2164,20.5159,27.5386
482,10029,Fairfield,New South Wales,2165,11.12,27.5386
483,10029,Fairfield,New South Wales,2166,15.2543,27.5386
484,10029,Fairfield,New South Wales,2176,19.8468,27.5386
485,10030,Gosford,New South Wales,2083,45.774,799.9234
486,10030,Gosford,New South Wales,2250,691.6342,799.9234
487,10030,Gosford,New South Wales,2256,72.7648,799.9234
488,10030,Gosford,New South Wales,2257,29.3795,799.9234
489,10030,Gosford,New South Wales,2258,121.2568,799.9234
490,10030,Gosford,New South Wales,2775,833.1402,799.9234
491,10031,Goulburn,New South Wales,2527,96.0646,18810.787
492,10031,Goulburn,New South Wales,2540,1900.6655,18810.787
493,10031,Goulburn,New South Wales,2574,350.23,18810.787
494,10031,Goulburn,New South Wales,2575,981.4743,18810.787
495,10031,Goulburn,New South Wales,2576,174.2442,18810.787
496,10031,Goulburn,New South Wales,2577,1312.519,18810.787
497,10031,Goulburn,New South Wales,2578,47.9223,18810.787
498,10031,Goulburn,New South Wales,2579,860.117,18810.787
499,10031,Goulburn,New South Wales,2580,5512.6655,18810.787
500,10031,Goulburn,New South Wales,2581,2106.6075,18810.787
501,10031,Goulburn,New South Wales,2582,3130.1184,18810.787
502,10031,Goulburn,New South Wales,2583,3382.6891,18810.787
503,10031,Goulburn,New South Wales,2584,281.3129,18810.787
504,10031,Goulburn,New South Wales,2585,260.132,18810.787
505,10031,Goulburn,New South Wales,2586,2323.2503,18810.787
506,10031,Goulburn,New South Wales,2594,2418.7155,18810.787
507,10031,Goulburn,New South Wales,2611,1558.6312,18810.787
508,10031,Goulburn,New South Wales,2615,36.9984,18810.787
509,10031,Goulburn,New South Wales,2617,37.0115,18810.787
510,10031,Goulburn,New South Wales,2618,216.6295,18810.787
511,10031,Goulburn,New South Wales,2620,2869.8201,18810.787
512,10031,Goulburn,New South Wales,2621,853.2512,18810.787
513,10031,Goulburn,New South Wales,2622,4256.1145,18810.787
514,10031,Goulburn,New South Wales,2720,2485.6548,18810.787
515,10031,Goulburn,New South Wales,2727,772.9227,18810.787
516,10031,Goulburn,New South Wales,2787,4632.7818,18810.787
517,10031,Goulburn,New South Wales,2793,648.0055,18810.787
518,10031,Goulburn,New South Wales,2794,1408.2658,18810.787
519,10031,Goulburn,New South Wales,2795,5307.5248,18810.787
520,10031,Goulburn,New South Wales,2803,342.0982,18810.787
521,10031,Goulburn,New South Wales,2807,299.7008,18810.787
522,10031,Goulburn,New South Wales,2808,242.5414,18810.787
523,10031,Goulburn,New South Wales,2912,31.9188,18810.787
524,10032,Granville,New South Wales,2142,10.9833,22.6361
525,10032,Granville,New South Wales,2144,8.5637,22.6361
526,10032,Granville,New South Wales,2145,27.5671,22.6361
527,10032,Granville,New South Wales,2150,5.8687,22.6361
528,10032,Granville,New South Wales,2160,8.4346,22.6361
529,10032,Granville,New South Wales,2161,11.2122,22.6361
530,10032,Granville,New South Wales,2162,5.7908,22.6361
531,10032,Granville,New South Wales,2164,20.5159,22.6361
532,10033,Hawkesbury,New South Wales,2082,9.6876,3161.7485
533,10033,Hawkesbury,New South Wales,2156,62.9548,3161.7485
534,10033,Hawkesbury,New South Wales,2157,148.4858,3161.7485
535,10033,Hawkesbury,New South Wales,2158,41.7948,3161.7485
536,10033,Hawkesbury,New South Wales,2159,127.4464,3161.7485
537,10033,Hawkesbury,New South Wales,2250,691.6342,3161.7485
538,10033,Hawkesbury,New South Wales,2325,1605.0648,3161.7485
539,10033,Hawkesbury,New South Wales,2330,4730.8949,3161.7485
540,10033,Hawkesbury,New South Wales,2749,47.0936,3161.7485
541,10033,Hawkesbury,New South Wales,2753,169.4419,3161.7485
542,10033,Hawkesbury,New South Wales,2754,34.3251,3161.7485
543,10033,Hawkesbury,New South Wales,2756,1486.8709,3161.7485
544,10033,Hawkesbury,New South Wales,2757,8.3269,3161.7485
545,10033,Hawkesbury,New South Wales,2758,572.1443,3161.7485
546,10033,Hawkesbury,New South Wales,2765,127.5271,3161.7485
547,10033,Hawkesbury,New South Wales,2775,833.1402,3161.7485
548,10033,Hawkesbury,New South Wales,2777,54.7327,3161.7485
549,10033,Hawkesbury,New South Wales,2786,84.7603,3161.7485
550,10033,Hawkesbury,New South Wales,2787,4632.7818,3161.7485
551,10033,Hawkesbury,New South Wales,2790,2481.3231,3161.7485
552,10033,Hawkesbury,New South Wales,2849,2801.0405,3161.7485
553,10034,Heathcote,New South Wales,2173,192.8683,374.8572
554,10034,Heathcote,New South Wales,2226,5.2222,374.8572
555,10034,Heathcote,New South Wales,2227,4.5976,374.8572
556,10034,Heathcote,New South Wales,2230,9.0449,374.8572
557,10034,Heathcote,New South Wales,2232,153.5693,374.8572
558,10034,Heathcote,New South Wales,2233,40.831,374.8572
559,10034,Heathcote,New South Wales,2234,39.7248,374.8572
560,10034,Heathcote,New South Wales,2508,162.241,374.8572
561,10034,Heathcote,New South Wales,2515,14.2268,374.8572
562,10034,Heathcote,New South Wales,2560,411.3136,374.8572
563,10035,Heffron,New South Wales,2010,2.1733,33.4565
564,10035,Heffron,New South Wales,2015,4.2157,33.4565
565,10035,Heffron,New South Wales,2016,1.1717,33.4565
566,10035,Heffron,New South Wales,2017,1.9386,33.4565
567,10035,Heffron,New South Wales,2018,3.9305,33.4565
568,10035,Heffron,New South Wales,2019,7.3691,33.4565
569,10035,Heffron,New South Wales,2020,11.9607,33.4565
570,10035,Heffron,New South Wales,2021,5.7186,33.4565
571,10035,Heffron,New South Wales,2022,1.9228,33.4565
572,10035,Heffron,New South Wales,2025,1.2307,33.4565
573,10035,Heffron,New South Wales,2031,6.094,33.4565
574,10035,Heffron,New South Wales,2032,2.475,33.4565
575,10035,Heffron,New South Wales,2033,2.6691,33.4565
576,10035,Heffron,New South Wales,2035,8.1207,33.4565
577,10035,Heffron,New South Wales,2042,2.0446,33.4565
578,10035,Heffron,New South Wales,2043,0.8075,33.4565
579,10035,Heffron,New South Wales,2044,3.8539,33.4565
580,10035,Heffron,New South Wales,2204,5.7904,33.4565
581,10035,Heffron,New South Wales,2205,4.244,33.4565
582,10035,Heffron,New South Wales,2216,5.5962,33.4565
583,10036,Holsworthy,New South Wales,2166,15.2543,131.1765
584,10036,Holsworthy,New South Wales,2167,6.9946,131.1765
585,10036,Holsworthy,New South Wales,2168,12.8684,131.1765
586,10036,Holsworthy,New South Wales,2170,54.319,131.1765
587,10036,Holsworthy,New South Wales,2171,21.5331,131.1765
588,10036,Holsworthy,New South Wales,2172,3.6787,131.1765
589,10036,Holsworthy,New South Wales,2173,192.8683,131.1765
590,10036,Holsworthy,New South Wales,2174,6.0563,131.1765
591,10036,Holsworthy,New South Wales,2198,3.3233,131.1765
592,10036,Holsworthy,New South Wales,2200,13.9792,131.1765
593,10036,Holsworthy,New South Wales,2213,10.0369,131.1765
594,10036,Holsworthy,New South Wales,2214,5.3711,131.1765
595,10036,Holsworthy,New South Wales,2233,40.831,131.1765
596,10036,Holsworthy,New South Wales,2234,39.7248,131.1765
597,10036,Holsworthy,New South Wales,2564,9.0236,131.1765
598,10036,Holsworthy,New South Wales,2565,29.7009,131.1765
599,10036,Holsworthy,New South Wales,2566,28.3019,131.1765
600,10037,Hornsby,New South Wales,2074,22.0151,294.5085
601,10037,Hornsby,New South Wales,2076,15.8484,294.5085
602,10037,Hornsby,New South Wales,2077,22.8664,294.5085
603,10037,Hornsby,New South Wales,2079,11.0623,294.5085
604,10037,Hornsby,New South Wales,2080,10.5767,294.5085
605,10037,Hornsby,New South Wales,2081,40.1939,294.5085
606,10037,Hornsby,New South Wales,2082,9.6876,294.5085
607,10037,Hornsby,New South Wales,2083,45.774,294.5085
608,10037,Hornsby,New South Wales,2119,6.7407,294.5085
609,10037,Hornsby,New South Wales,2120,13.8137,294.5085
610,10037,Hornsby,New South Wales,2121,9.2015,294.5085
611,10037,Hornsby,New South Wales,2126,8.2603,294.5085
612,10037,Hornsby,New South Wales,2154,18.8102,294.5085
613,10037,Hornsby,New South Wales,2156,62.9548,294.5085
614,10037,Hornsby,New South Wales,2157,148.4858,294.5085
615,10037,Hornsby,New South Wales,2158,41.7948,294.5085
616,10037,Hornsby,New South Wales,2159,127.4464,294.5085
617,10038,Keira,New South Wales,2500,27.1582,195.6076
618,10038,Keira,New South Wales,2508,162.241,195.6076
619,10038,Keira,New South Wales,2515,14.2268,195.6076
620,10038,Keira,New South Wales,2516,8.6615,195.6076
621,10038,Keira,New South Wales,2517,9.0099,195.6076
622,10038,Keira,New South Wales,2518,12.7193,195.6076
623,10038,Keira,New South Wales,2519,9.2816,195.6076
624,10038,Keira,New South Wales,2525,8.5595,195.6076
625,10038,Keira,New South Wales,2526,132.2947,195.6076
626,10038,Keira,New South Wales,2560,411.3136,195.6076
627,10039,Kiama,New South Wales,2527,96.0646,2195.2635
628,10039,Kiama,New South Wales,2529,40.4513,2195.2635
629,10039,Kiama,New South Wales,2530,88.3672,2195.2635
630,10039,Kiama,New South Wales,2533,106.4039,2195.2635
631,10039,Kiama,New South Wales,2534,76.2287,2195.2635
632,10039,Kiama,New South Wales,2535,247.9753,2195.2635
633,10039,Kiama,New South Wales,2540,1900.6655,2195.2635
634,10039,Kiama,New South Wales,2541,45.432,2195.2635
635,10039,Kiama,New South Wales,2574,350.23,2195.2635
636,10039,Kiama,New South Wales,2577,1312.519,2195.2635
637,10039,Kiama,New South Wales,2579,860.117,2195.2635
638,10039,Kiama,New South Wales,2580,5512.6655,2195.2635
639,10039,Kiama,New South Wales,2622,4256.1145,2195.2635
640,10040,Kogarah,New South Wales,2207,7.1852,17.7615
641,10040,Kogarah,New South Wales,2208,4.459,17.7615
642,10040,Kogarah,New South Wales,2209,4.2502,17.7615
643,10040,Kogarah,New South Wales,2216,5.5962,17.7615
644,10040,Kogarah,New South Wales,2217,6.2487,17.7615
645,10040,Kogarah,New South Wales,2218,2.6615,17.7615
646,10040,Kogarah,New South Wales,2220,5.144,17.7615
647,10040,Kogarah,New South Wales,2221,5.3796,17.7615
648,10040,Kogarah,New South Wales,2222,2.5457,17.7615
649,10041,Ku-ring-gai,New South Wales,2070,7.4617,52.4226
650,10041,Ku-ring-gai,New South Wales,2071,7.8221,52.4226
651,10041,Ku-ring-gai,New South Wales,2072,3.7885,52.4226
652,10041,Ku-ring-gai,New South Wales,2073,10.2515,52.4226
653,10041,Ku-ring-gai,New South Wales,2074,22.0151,52.4226
654,10041,Ku-ring-gai,New South Wales,2075,17.7425,52.4226
655,10041,Ku-ring-gai,New South Wales,2076,15.8484,52.4226
656,10041,Ku-ring-gai,New South Wales,2077,22.8664,52.4226
657,10041,Ku-ring-gai,New South Wales,2079,11.0623,52.4226
658,10041,Ku-ring-gai,New South Wales,2084,107.3731,52.4226
659,10041,Ku-ring-gai,New South Wales,2113,13.2159,52.4226
660,10041,Ku-ring-gai,New South Wales,2120,13.8137,52.4226
661,10041,Ku-ring-gai,New South Wales,2121,9.2015,52.4226
662,10041,Ku-ring-gai,New South Wales,2122,9.0576,52.4226
663,10042,Lake Macquarie,New South Wales,2259,524.7348,478.2644
664,10042,Lake Macquarie,New South Wales,2262,33.7717,478.2644
665,10042,Lake Macquarie,New South Wales,2264,115.1942,478.2644
666,10042,Lake Macquarie,New South Wales,2265,136.0018,478.2644
667,10042,Lake Macquarie,New South Wales,2267,3.6556,478.2644
668,10042,Lake Macquarie,New South Wales,2278,45.0568,478.2644
669,10042,Lake Macquarie,New South Wales,2282,11.2261,478.2644
670,10042,Lake Macquarie,New South Wales,2283,59.2496,478.2644
671,10042,Lake Macquarie,New South Wales,2284,24.2726,478.2644
672,10042,Lake Macquarie,New South Wales,2285,32.3918,478.2644
673,10042,Lake Macquarie,New South Wales,2286,25.2353,478.2644
674,10042,Lake Macquarie,New South Wales,2290,35.6998,478.2644
675,10042,Lake Macquarie,New South Wales,2323,207.9467,478.2644
676,10042,Lake Macquarie,New South Wales,2325,1605.0648,478.2644
677,10043,Lakemba,New South Wales,2135,6.5375,23.6096
678,10043,Lakemba,New South Wales,2136,3.4638,23.6096
679,10043,Lakemba,New South Wales,2141,11.9359,23.6096
680,10043,Lakemba,New South Wales,2143,4.3104,23.6096
681,10043,Lakemba,New South Wales,2190,9.7772,23.6096
682,10043,Lakemba,New South Wales,2191,1.7826,23.6096
683,10043,Lakemba,New South Wales,2192,2.731,23.6096
684,10043,Lakemba,New South Wales,2195,3.5488,23.6096
685,10043,Lakemba,New South Wales,2196,7.0679,23.6096
686,10043,Lakemba,New South Wales,2199,4.6181,23.6096
687,10043,Lakemba,New South Wales,2200,13.9792,23.6096
688,10043,Lakemba,New South Wales,2209,4.2502,23.6096
689,10043,Lakemba,New South Wales,2210,11.0963,23.6096
690,10043,Lakemba,New South Wales,2211,7.3323,23.6096
691,10044,Lane Cove,New South Wales,2064,2.5348,31.426
692,10044,Lane Cove,New South Wales,2065,5.6781,31.426
693,10044,Lane Cove,New South Wales,2066,9.5786,31.426
694,10044,Lane Cove,New South Wales,2067,5.8196,31.426
695,10044,Lane Cove,New South Wales,2070,7.4617,31.426
696,10044,Lane Cove,New South Wales,2071,7.8221,31.426
697,10044,Lane Cove,New South Wales,2073,10.2515,31.426
698,10044,Lane Cove,New South Wales,2110,4.3304,31.426
699,10044,Lane Cove,New South Wales,2111,4.7162,31.426
700,10044,Lane Cove,New South Wales,2112,9.3018,31.426
701,10044,Lane Cove,New South Wales,2113,13.2159,31.426
702,10045,Lismore,New South Wales,2361,1963.1502,13003.4953
703,10045,Lismore,New South Wales,2370,4769.4223,13003.4953
704,10045,Lismore,New South Wales,2371,1900.6028,13003.4953
705,10045,Lismore,New South Wales,2372,4894.7861,13003.4953
706,10045,Lismore,New South Wales,2460,6630.3495,13003.4953
707,10045,Lismore,New South Wales,2469,3813.3747,13003.4953
708,10045,Lismore,New South Wales,2470,1256.5159,13003.4953
709,10045,Lismore,New South Wales,2471,442.1506,13003.4953
710,10045,Lismore,New South Wales,2472,466.4076,13003.4953
711,10045,Lismore,New South Wales,2474,1537.5939,13003.4953
712,10045,Lismore,New South Wales,2475,494.7232,13003.4953
713,10045,Lismore,New South Wales,2476,805.3354,13003.4953
