LGA_CODE_2016,LGA_NAME_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_2016_TO_2021
60810.0,Central Coast (M) (Tas.),60810,Central Coast (Tas.),1.0
61010.0,Central Highlands (M) (Tas.),61010,Central Highlands (Tas.),1.0
61410.0,Clarence (C),61410,Clarence,1.0
61510.0,Derwent Valley (M),61510,Derwent Valley,1.0
61610.0,Devonport (C),61610,Devonport,1.0
61810.0,Dorset (M),61810,Dorset,1.0
62010.0,Flinders (M) (Tas.),62010,Flinders (Tas.),1.0
62410.0,Glamorgan/Spring Bay (M),62410,Glamorgan-Spring Bay,1.0
62610.0,Glenorchy (C),62610,Glenorchy,1.0
63010.0,Huon Valley (M),63010,Huon Valley,1.0
63210.0,Kentish (M),63210,Kentish,1.0
63410.0,King Island (M),63410,King Island,1.0
63610.0,Kingborough (M),63610,Kingborough,1.0
63810.0,Latrobe (M) (Tas.),63810,Latrobe (Tas.),1.0
64010.0,Launceston (C),64010,Launceston,1.0
64210.0,Meander Valley (M),64210,Meander Valley,1.0
64610.0,Northern Midlands (M),64610,Northern Midlands,1.0
65010.0,Southern Midlands (M),65010,Southern Midlands,1.0
65210.0,Tasman (M),65210,Tasman,1.0
65410.0,Waratah/Wynyard (M),65410,Waratah-Wynyard,1.0
65610.0,West Coast (M),65610,West Coast,1.0
65810.0,West Tamar (M),65810,West Tamar,1.0
69499.0,No usual address (Tas.),69499,No usual address (Tas.),1.0
69799.0,Migratory - Offshore - Shipping (Tas.),69799,Migratory - Offshore - Shipping (Tas.),1.0
70200.0,Alice Springs (T),70200,Alice Springs,1.0
70420.0,Barkly (R),70420,Barkly,1.0
70540.0,Belyuen (S),70540,Belyuen,1.0
70620.0,Central Desert (R),70620,Central Desert,1.0
70700.0,Coomalie (S),70700,Coomalie,1.0
71000.0,Darwin (C),71000,Darwin,1.0
71300.0,East Arnhem (R),71300,East Arnhem,1.0
72200.0,Katherine (T),72200,Katherine,1.0
72300.0,Litchfield (M),72300,Litchfield,1.0
72330.0,MacDonnell (R),72330,MacDonnell,1.0
72800.0,Palmerston (C),72800,Palmerston,1.0
73600.0,Roper Gulf (R),73600,Roper Gulf,1.0
74050.0,Tiwi Islands (R),74050,Tiwi Islands,1.0
74550.0,Victoria Daly (R),74550,Victoria Daly,1.0
74560.0,Wagait (S),74560,Wagait,1.0
74660.0,West Arnhem (R),74660,West Arnhem,1.0
74680.0,West Daly (R),74680,West Daly,1.0
79499.0,No usual address (NT),79499,No usual address (NT),1.0
79799.0,Migratory - Offshore - Shipping (NT),79799,Migratory - Offshore - Shipping (NT),1.0
89399.0,Unincorporated ACT,89399,Unincorporated ACT,1.0
89499.0,No usual address (ACT),89499,No usual address (ACT),1.0
89799.0,Migratory - Offshore - Shipping (ACT),89799,Migratory - Offshore - Shipping (ACT),1.0
99499.0,No usual address (OT),99499,No usual address (OT),1.0
99799.0,Migratory - Offshore - Shipping (OT),99799,Migratory - Offshore - Shipping (OT),1.0
64810.0,Sorell (M),64810,Sorell,0.9999999
54310.0,Karratha (C),54310,Karratha,0.9999999
62210.0,George Town (M),62210,George Town,0.9999998
61210.0,Circular Head (M),61210,Circular Head,0.9999996
52800.0,Derby-West Kimberley (S),52800,Derby-West Kimberley,0.9999989
12380.0,Cumberland (A),12380,Cumberland,0.9999886
10750.0,Blacktown (C),10750,Blacktown,0.999982
17150.0,Sutherland Shire (A),17150,Sutherland Shire,0.9999773
62810.0,Hobart (C),62810,Hobart,0.9999555
11450.0,Camden (A),11450,Camden,0.9999408
11500.0,Campbelltown (C) (NSW),11500,Campbelltown (NSW),0.9995917
51310.0,Cambridge (T),51310,Cambridge,0.9972001
32500.0,Cook (S),32500,Cook,0.9968852
58050.0,Swan (C),58050,Swan,0.989412
11750.0,Cobar (A),11750,Cobar,0.9793109
10130.0,Armidale Regional (A),10180,Armidale Regional,0.9703365
57980.0,Subiaco (C),57980,Subiaco,0.8590826
79399.0,Unincorporated NT,79399,Unincorporated NT,0.8257439
99399.0,Unincorp. Other Territories,51710,Christmas Island,0.7105957
